n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
1105,471,634,0.248407643312102,0.859621451104101,0.554014547208101,,balanced_accuracy,0.554014547208101
