n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
1105,471,634,0.424628450106157,0.829652996845426,0.627140723475792,,balanced_accuracy,0.627140723475792
