level,alpha,prev_cutoff,total_taxa_n,input_taxa_n,retained_taxa_n,train_cv_auc,train_cv_auc_ci_lower,train_cv_auc_ci_upper,train_auc,train_auc_ci_lower,train_auc_ci_upper,external_auc,external_auc_ci_lower,external_auc_ci_upper,train_loso_mean,train_loso_sd,train_isv_mean,train_isv_weighted_mean,train_loso_weighted_mean,status,rank_within_level,is_best
SGB,1,0.2,1026,276,79,0.821110689661454,0.805098574109799,0.837122805213109,0.883086526418721,0.863644478447604,0.902528574389838,0.713595706618962,0.674764893679232,0.752426519558693,0.657852481446373,0.138341158260587,0.513963835759996,0.515681839970255,0.642313127871355,OK,6,FALSE
SGB,1,0.3,1026,189,66,0.815215652967985,0.798674041292745,0.831757264643225,0.867350492609188,0.846328416691553,0.888372568526823,0.711849390919158,0.673169789649747,0.75052899218857,0.665161430435338,0.136679765208837,0.524742187340154,0.513559939814207,0.648455687979832,OK,1,TRUE
class,0.1,0.01,104,70,30,0.724260073755473,0.687311980282379,0.761208167228566,0.752285559283892,0.72402962522164,0.780541493346144,0.668600391856206,0.626986060711183,0.710214723001229,0.612389636536764,0.118957524622637,0.479176086755698,0.465807398603049,0.582527501901623,OK,3,FALSE
class,0.1,0.05,104,57,28,0.723539862871053,0.686505553554997,0.760574172187109,0.750132277790057,0.72174407879171,0.778520476788404,0.658522872476361,0.616668164353379,0.700377580599343,0.604497417560199,0.119357428766502,0.483776958059773,0.471690420627857,0.575270653001081,OK,6,FALSE
class,0.1,0.1,104,51,29,0.724811642350825,0.688374872689282,0.761248412012367,0.75093264214002,0.722584892791471,0.77928039148857,0.654570235965585,0.612620530662492,0.696519941268678,0.593441546999597,0.127857112899474,0.489994177348419,0.473670292218711,0.565542579433711,OK,10,FALSE
class,0.1,0.2,104,43,23,0.712804466102455,0.676677748899394,0.748931183305515,0.73548125673947,0.706315331662058,0.764647181816882,0.639279325325837,0.597371823719371,0.681186826932303,0.602453646128395,0.115915876195933,0.4807356635268,0.47251681826954,0.576791795807034,OK,5,FALSE
class,0.1,0.3,104,33,16,0.687548063435364,0.648271427243141,0.726824699627588,0.708483192348651,0.678068395175463,0.738897989521838,0.644083823153591,0.60147980638659,0.686687839920591,0.61342348018383,0.0947718729369375,0.481164669531252,0.466684219462223,0.585656408171468,OK,2,FALSE
class,0.5,0.01,104,70,28,0.72698919314516,0.69177666726144,0.762201719028881,0.759458699190259,0.73150808118432,0.787409317196198,0.675738989692478,0.634030427030882,0.717447552354074,0.584040877013613,0.12724372577319,0.473960048404373,0.468420088598059,0.56764054746959,OK,9,FALSE
class,0.5,0.05,104,57,25,0.723579964459835,0.688500191713924,0.758659737205747,0.75380256786353,0.725570105391268,0.782035030335791,0.667126671777835,0.625194183694774,0.709059159860895,0.569030163867964,0.131272975102801,0.488311253779447,0.476753579002107,0.550279540396193,OK,15,FALSE
class,0.5,0.1,104,51,25,0.722741689700626,0.688029924076405,0.757453455324846,0.751820075415084,0.723507069696651,0.780133081133518,0.6627395859954,0.620733387674419,0.704745784316381,0.577144096539723,0.128239909620817,0.497608923009482,0.479470905010327,0.569284098349001,OK,7,FALSE
