study,alpha,prev_cutoff,n_holdout,n_holdout_healthy,n_holdout_disease,loso_auc,input_taxa_n,retained_taxa_n
Castro-NallarE_2015,1,0.2,18,6,12,0.680555555555556,61,18
ZhangDY_2015,1,0.2,122,47,75,0.55886524822695,58,22
BuschartA_2016,1,0.2,53,8,45,0.502777777777778,61,23
VQuintanaL_2024,1,0.2,53,21,32,0.788690476190476,61,15
BelstromD_2017,1,0.2,20,10,10,0.82,61,20
BostanciN_2021,1,0.2,154,126,28,0.532596371882086,63,16
CuiJ_2019,1,0.2,128,40,88,0.610227272727273,61,23
LiYJ_2023,1,0.2,19,10,9,0.6,61,21
ZhuJY_2023,1,0.2,74,73,1,0.520547945205479,60,19
ZellerG_2014,1,0.2,54,21,33,0.595959595959596,61,24
