study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.2,0.486111111111111,52,25,18,6,12,0.166666666666667,0.916666666666667,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.1,0.2,0.549787234042553,49,27,122,47,75,0.127659574468085,0.88,0.503829787234043,,balanced_accuracy,0.503829787234043
ChenBY_2023,0.1,0.2,,51,26,56,0,56,,0.910714285714286,,0.910714285714286,single_class_accuracy,0.910714285714286
BuschartA_2016,0.1,0.2,0.480555555555556,52,24,53,8,45,0.125,0.822222222222222,0.473611111111111,,balanced_accuracy,0.473611111111111
VQuintanaL_2024,0.1,0.2,0.830357142857143,52,22,53,21,32,0.714285714285714,0.6875,0.700892857142857,,balanced_accuracy,0.700892857142857
ArmstrongA_2021,0.1,0.2,,52,25,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.2,0.76,52,26,20,10,10,0.2,1,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.1,0.2,0.538548752834467,53,22,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.2,,52,32,61,61,0,0.147540983606557,,,0.147540983606557,single_class_accuracy,0.147540983606557
CuiJ_2019,0.1,0.2,0.574431818181818,51,29,128,40,88,0.25,0.818181818181818,0.534090909090909,,balanced_accuracy,0.534090909090909
JiangQ_2021,0.1,0.2,,52,27,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,0.1,0.2,0.488888888888889,52,30,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.1,0.2,,51,35,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,0.1,0.2,,52,27,35,35,0,0.142857142857143,,,0.142857142857143,single_class_accuracy,0.142857142857143
ZhuJY_2023,0.1,0.2,0.547945205479452,51,27,74,73,1,0.0684931506849315,1,0.534246575342466,,balanced_accuracy,0.534246575342466
ZellerG_2014,0.1,0.2,0.552669552669553,52,32,54,21,33,0.19047619047619,0.696969696969697,0.443722943722944,,balanced_accuracy,0.443722943722944
