study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.3,0.652777777777778,52,15,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.5,0.3,0.536737588652482,47,16,122,47,75,0.234042553191489,0.813333333333333,0.523687943262411,,balanced_accuracy,0.523687943262411
ChenBY_2023,0.5,0.3,,51,17,56,0,56,,0.910714285714286,,0.910714285714286,single_class_accuracy,0.910714285714286
BuschartA_2016,0.5,0.3,0.527777777777778,53,17,53,8,45,0.25,0.711111111111111,0.480555555555556,,balanced_accuracy,0.480555555555556
VQuintanaL_2024,0.5,0.3,0.800595238095238,53,15,53,21,32,0.619047619047619,0.78125,0.70014880952381,,balanced_accuracy,0.70014880952381
ArmstrongA_2021,0.5,0.3,,52,16,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.3,0.78,52,15,20,10,10,0.7,0.8,0.75,,balanced_accuracy,0.75
BostanciN_2021,0.5,0.3,0.584183673469388,55,14,154,126,28,0.0317460317460317,0.964285714285714,0.498015873015873,,balanced_accuracy,0.498015873015873
ChenLW_2022,0.5,0.3,,53,28,61,61,0,0.360655737704918,,,0.360655737704918,single_class_accuracy,0.360655737704918
CuiJ_2019,0.5,0.3,0.617329545454545,48,13,128,40,88,0.15,0.886363636363636,0.518181818181818,,balanced_accuracy,0.518181818181818
JiangQ_2021,0.5,0.3,,51,16,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,0.5,0.3,0.655555555555556,52,15,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.5,0.3,,57,23,224,0,224,,0.379464285714286,,0.379464285714286,single_class_accuracy,0.379464285714286
ShaiberA_2020,0.5,0.3,,53,17,35,35,0,0.4,,,0.4,single_class_accuracy,0.4
ZhuJY_2023,0.5,0.3,0.616438356164384,49,15,74,73,1,0.0684931506849315,1,0.534246575342466,,balanced_accuracy,0.534246575342466
ZellerG_2014,0.5,0.3,0.56998556998557,52,17,54,21,33,0.142857142857143,0.787878787878788,0.465367965367965,,balanced_accuracy,0.465367965367965
