study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.05,0.611111111111111,86,24,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,1,0.05,0.572482269503546,77,29,122,47,75,0.25531914893617,0.826666666666667,0.540992907801418,,balanced_accuracy,0.540992907801418
ChenBY_2023,1,0.05,,83,29,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,1,0.05,0.533333333333333,88,29,53,8,45,0.25,0.755555555555556,0.502777777777778,,balanced_accuracy,0.502777777777778
VQuintanaL_2024,1,0.05,0.816964285714286,87,23,53,21,32,0.952380952380952,0.59375,0.773065476190476,,balanced_accuracy,0.773065476190476
ArmstrongA_2021,1,0.05,,87,33,13,13,0,0.307692307692308,,,0.307692307692308,single_class_accuracy,0.307692307692308
BelstromD_2017,1,0.05,0.83,87,34,20,10,10,0.8,0.8,0.8,,balanced_accuracy,0.8
BostanciN_2021,1,0.05,0.525226757369615,88,24,154,126,28,0.0634920634920635,0.964285714285714,0.513888888888889,,balanced_accuracy,0.513888888888889
ChenLW_2022,1,0.05,,88,37,61,61,0,0.311475409836066,,,0.311475409836066,single_class_accuracy,0.311475409836066
CuiJ_2019,1,0.05,0.639488636363636,87,41,128,40,88,0.225,0.897727272727273,0.561363636363636,,balanced_accuracy,0.561363636363636
JiangQ_2021,1,0.05,,83,41,21,0,21,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
LiYJ_2023,1,0.05,0.588888888888889,83,38,19,10,9,0.4,0.888888888888889,0.644444444444444,,balanced_accuracy,0.644444444444444
preprint_CastilhosJ_2021,1,0.05,,88,34,224,0,224,,0.357142857142857,,0.357142857142857,single_class_accuracy,0.357142857142857
ShaiberA_2020,1,0.05,,87,33,35,35,0,0.542857142857143,,,0.542857142857143,single_class_accuracy,0.542857142857143
ZhuJY_2023,1,0.05,0.547945205479452,87,36,74,73,1,0.26027397260274,1,0.63013698630137,,balanced_accuracy,0.63013698630137
ZellerG_2014,1,0.05,0.526695526695527,87,34,54,21,33,0.142857142857143,0.757575757575758,0.45021645021645,,balanced_accuracy,0.45021645021645
