study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.3,0.652777777777778,52,15,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,1,0.3,0.538439716312057,47,15,122,47,75,0.276595744680851,0.786666666666667,0.531631205673759,,balanced_accuracy,0.531631205673759
ChenBY_2023,1,0.3,,51,17,56,0,56,,0.892857142857143,,0.892857142857143,single_class_accuracy,0.892857142857143
BuschartA_2016,1,0.3,0.525,53,16,53,8,45,0.25,0.711111111111111,0.480555555555556,,balanced_accuracy,0.480555555555556
VQuintanaL_2024,1,0.3,0.779761904761905,53,12,53,21,32,0.619047619047619,0.78125,0.70014880952381,,balanced_accuracy,0.70014880952381
ArmstrongA_2021,1,0.3,,52,16,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.3,0.76,52,15,20,10,10,0.7,0.8,0.75,,balanced_accuracy,0.75
BostanciN_2021,1,0.3,0.58390022675737,55,14,154,126,28,0.0476190476190476,0.964285714285714,0.505952380952381,,balanced_accuracy,0.505952380952381
ChenLW_2022,1,0.3,,53,28,61,61,0,0.360655737704918,,,0.360655737704918,single_class_accuracy,0.360655737704918
CuiJ_2019,1,0.3,0.620454545454546,48,13,128,40,88,0.15,0.886363636363636,0.518181818181818,,balanced_accuracy,0.518181818181818
JiangQ_2021,1,0.3,,51,16,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,1,0.3,0.633333333333333,52,15,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,1,0.3,,57,20,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,1,0.3,,53,17,35,35,0,0.4,,,0.4,single_class_accuracy,0.4
ZhuJY_2023,1,0.3,0.602739726027397,49,10,74,73,1,0.0684931506849315,1,0.534246575342466,,balanced_accuracy,0.534246575342466
ZellerG_2014,1,0.3,0.575757575757576,52,17,54,21,33,0.142857142857143,0.757575757575758,0.45021645021645,,balanced_accuracy,0.45021645021645
