study,alpha,prev_cutoff,n_holdout,n_holdout_healthy,n_holdout_disease,loso_auc,input_taxa_n,retained_taxa_n
Castro-NallarE_2015,0.5,0.1,18,6,12,0.666666666666667,75,27
ZhangDY_2015,0.5,0.1,122,47,75,0.566524822695036,70,31
BuschartA_2016,0.5,0.1,53,8,45,0.519444444444445,76,31
VQuintanaL_2024,0.5,0.1,53,21,32,0.825892857142857,75,23
BelstromD_2017,0.5,0.1,20,10,10,0.82,75,33
BostanciN_2021,0.5,0.1,154,126,28,0.52749433106576,76,26
CuiJ_2019,0.5,0.1,128,40,88,0.637784090909091,76,45
LiYJ_2023,0.5,0.1,19,10,9,0.577777777777778,75,32
ZhuJY_2023,0.5,0.1,74,73,1,0.520547945205479,72,30
ZellerG_2014,0.5,0.1,54,21,33,0.523809523809524,75,36
