study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.01,0.611111111111111,609,124,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.5,0.01,0.410780141843972,589,113,122,47,75,0.297872340425532,0.826666666666667,0.562269503546099,,balanced_accuracy,0.562269503546099
ChenBY_2023,0.5,0.01,,606,137,56,0,56,,0.625,,0.625,single_class_accuracy,0.625
BuschartA_2016,0.5,0.01,0.669444444444445,611,125,53,8,45,0.25,0.4,0.325,,balanced_accuracy,0.325
VQuintanaL_2024,0.5,0.01,0.773809523809524,608,115,53,21,32,0.380952380952381,0.90625,0.643601190476191,,balanced_accuracy,0.643601190476191
ArmstrongA_2021,0.5,0.01,,612,143,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.01,0.69,612,132,20,10,10,0.8,0.4,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.01,0.535147392290249,617,132,154,126,28,0.23015873015873,0.785714285714286,0.507936507936508,,balanced_accuracy,0.507936507936508
ChenLW_2022,0.5,0.01,,612,130,61,61,0,0.278688524590164,,,0.278688524590164,single_class_accuracy,0.278688524590164
CuiJ_2019,0.5,0.01,0.685511363636364,612,115,128,40,88,0.075,0.954545454545455,0.514772727272727,,balanced_accuracy,0.514772727272727
JiangQ_2021,0.5,0.01,,610,137,21,0,21,,0.523809523809524,,0.523809523809524,single_class_accuracy,0.523809523809524
LiYJ_2023,0.5,0.01,0.588888888888889,611,129,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.5,0.01,,611,124,224,0,224,,0.450892857142857,,0.450892857142857,single_class_accuracy,0.450892857142857
ShaiberA_2020,0.5,0.01,,612,112,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.5,0.01,0.520547945205479,598,132,74,73,1,0.602739726027397,0,0.301369863013699,,balanced_accuracy,0.301369863013699
ZellerG_2014,0.5,0.01,0.630591630591631,607,128,54,21,33,0.380952380952381,0.757575757575758,0.569264069264069,,balanced_accuracy,0.569264069264069
