study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.01,0.597222222222222,609,186,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.1,0.01,0.596312056737589,589,144,122,47,75,0.25531914893617,0.813333333333333,0.534326241134752,,balanced_accuracy,0.534326241134752
ChenBY_2023,0.1,0.01,,606,193,56,0,56,,0.607142857142857,,0.607142857142857,single_class_accuracy,0.607142857142857
BuschartA_2016,0.1,0.01,0.694444444444445,611,198,53,8,45,0.125,0.4,0.2625,,balanced_accuracy,0.2625
VQuintanaL_2024,0.1,0.01,0.811011904761905,608,187,53,21,32,0.333333333333333,0.9375,0.635416666666667,,balanced_accuracy,0.635416666666667
ArmstrongA_2021,0.1,0.01,,612,204,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.01,0.73,612,197,20,10,10,0.7,0.5,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.1,0.01,0.530612244897959,617,208,154,126,28,0.142857142857143,0.857142857142857,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.01,,612,187,61,61,0,0.213114754098361,,,0.213114754098361,single_class_accuracy,0.213114754098361
CuiJ_2019,0.1,0.01,0.675,612,176,128,40,88,0.05,0.965909090909091,0.507954545454545,,balanced_accuracy,0.507954545454545
JiangQ_2021,0.1,0.01,,610,207,21,0,21,,0.476190476190476,,0.476190476190476,single_class_accuracy,0.476190476190476
LiYJ_2023,0.1,0.01,0.755555555555556,611,207,19,10,9,0.4,0.888888888888889,0.644444444444444,,balanced_accuracy,0.644444444444444
preprint_CastilhosJ_2021,0.1,0.01,,611,202,224,0,224,,0.357142857142857,,0.357142857142857,single_class_accuracy,0.357142857142857
ShaiberA_2020,0.1,0.01,,612,181,35,35,0,0.257142857142857,,,0.257142857142857,single_class_accuracy,0.257142857142857
ZhuJY_2023,0.1,0.01,0.547945205479452,598,239,74,73,1,0.561643835616438,0,0.280821917808219,,balanced_accuracy,0.280821917808219
ZellerG_2014,0.1,0.01,0.653679653679654,607,192,54,21,33,0.380952380952381,0.757575757575758,0.569264069264069,,balanced_accuracy,0.569264069264069
