study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.01,0.583333333333333,237,37,18,6,12,0.166666666666667,0.583333333333333,0.375,,balanced_accuracy,0.375
ZhangDY_2015,0.5,0.01,0.511205673758865,231,60,122,47,75,0.127659574468085,0.853333333333333,0.490496453900709,,balanced_accuracy,0.490496453900709
ChenBY_2023,0.5,0.01,,238,42,56,0,56,,0.607142857142857,,0.607142857142857,single_class_accuracy,0.607142857142857
BuschartA_2016,0.5,0.01,0.558333333333333,239,59,53,8,45,0.25,0.622222222222222,0.436111111111111,,balanced_accuracy,0.436111111111111
VQuintanaL_2024,0.5,0.01,0.779761904761905,238,60,53,21,32,0.523809523809524,0.71875,0.621279761904762,,balanced_accuracy,0.621279761904762
ArmstrongA_2021,0.5,0.01,,239,39,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.01,0.83,239,49,20,10,10,0.6,0.8,0.7,,balanced_accuracy,0.7
BostanciN_2021,0.5,0.01,0.520691609977324,241,29,154,126,28,0.0634920634920635,0.964285714285714,0.513888888888889,,balanced_accuracy,0.513888888888889
ChenLW_2022,0.5,0.01,,239,59,61,61,0,0.180327868852459,,,0.180327868852459,single_class_accuracy,0.180327868852459
CuiJ_2019,0.5,0.01,0.647727272727273,239,54,128,40,88,0.075,0.909090909090909,0.492045454545455,,balanced_accuracy,0.492045454545455
JiangQ_2021,0.5,0.01,,238,51,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.5,0.01,0.666666666666667,239,66,19,10,9,0.4,0.777777777777778,0.588888888888889,,balanced_accuracy,0.588888888888889
preprint_CastilhosJ_2021,0.5,0.01,,238,43,224,0,224,,0.303571428571429,,0.303571428571429,single_class_accuracy,0.303571428571429
ShaiberA_2020,0.5,0.01,,238,49,35,35,0,0.4,,,0.4,single_class_accuracy,0.4
ZhuJY_2023,0.5,0.01,0.808219178082192,236,39,74,73,1,0.315068493150685,0,0.157534246575342,,balanced_accuracy,0.157534246575342
ZellerG_2014,0.5,0.01,0.639249639249639,239,61,54,21,33,0.333333333333333,0.878787878787879,0.606060606060606,,balanced_accuracy,0.606060606060606
