study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.3,0.541666666666667,191,86,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.1,0.3,0.590921985815603,160,65,122,47,75,0.0638297872340426,0.88,0.471914893617021,,balanced_accuracy,0.471914893617021
ChenBY_2023,0.1,0.3,,183,75,56,0,56,,0.678571428571429,,0.678571428571429,single_class_accuracy,0.678571428571429
BuschartA_2016,0.1,0.3,0.563888888888889,191,75,53,8,45,0.5,0.466666666666667,0.483333333333333,,balanced_accuracy,0.483333333333333
VQuintanaL_2024,0.1,0.3,0.738095238095238,186,97,53,21,32,0.142857142857143,0.96875,0.555803571428571,,balanced_accuracy,0.555803571428571
ArmstrongA_2021,0.1,0.3,,188,72,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.3,0.79,187,91,20,10,10,0.7,0.5,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.1,0.3,0.488378684807256,220,130,154,126,28,0.333333333333333,0.642857142857143,0.488095238095238,,balanced_accuracy,0.488095238095238
ChenLW_2022,0.1,0.3,,202,88,61,61,0,0.459016393442623,,,0.459016393442623,single_class_accuracy,0.459016393442623
CuiJ_2019,0.1,0.3,0.658522727272727,175,88,128,40,88,0.05,0.943181818181818,0.496590909090909,,balanced_accuracy,0.496590909090909
JiangQ_2021,0.1,0.3,,184,91,21,0,21,,0.619047619047619,,0.619047619047619,single_class_accuracy,0.619047619047619
LiYJ_2023,0.1,0.3,0.755555555555556,186,79,19,10,9,0.4,1,0.7,,balanced_accuracy,0.7
preprint_CastilhosJ_2021,0.1,0.3,,227,132,224,0,224,,0.473214285714286,,0.473214285714286,single_class_accuracy,0.473214285714286
ShaiberA_2020,0.1,0.3,,189,81,35,35,0,0.371428571428571,,,0.371428571428571,single_class_accuracy,0.371428571428571
ZhuJY_2023,0.1,0.3,0.986301369863014,166,88,74,73,1,0.150684931506849,1,0.575342465753425,,balanced_accuracy,0.575342465753425
ZellerG_2014,0.1,0.3,0.673881673881674,189,94,54,21,33,0.523809523809524,0.636363636363636,0.58008658008658,,balanced_accuracy,0.58008658008658
