study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.1,0.430555555555556,63,31,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.5,0.1,0.571063829787234,58,30,122,47,75,0.234042553191489,0.72,0.477021276595745,,balanced_accuracy,0.477021276595745
ChenBY_2023,0.5,0.1,,61,31,56,0,56,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
BuschartA_2016,0.5,0.1,0.572222222222222,64,29,53,8,45,0.25,0.8,0.525,,balanced_accuracy,0.525
VQuintanaL_2024,0.5,0.1,0.857142857142857,63,23,53,21,32,1,0.59375,0.796875,,balanced_accuracy,0.796875
ArmstrongA_2021,0.5,0.1,,63,35,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,0.5,0.1,0.79,63,36,20,10,10,0.2,0.9,0.55,,balanced_accuracy,0.55
BostanciN_2021,0.5,0.1,0.557256235827664,64,30,154,126,28,0.0476190476190476,0.928571428571429,0.488095238095238,,balanced_accuracy,0.488095238095238
ChenLW_2022,0.5,0.1,,64,34,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,0.5,0.1,0.584943181818182,64,45,128,40,88,0.3,0.772727272727273,0.536363636363636,,balanced_accuracy,0.536363636363636
JiangQ_2021,0.5,0.1,,63,39,21,0,21,,0.761904761904762,,0.761904761904762,single_class_accuracy,0.761904761904762
LiYJ_2023,0.5,0.1,0.6,63,41,19,10,9,0.2,0.888888888888889,0.544444444444444,,balanced_accuracy,0.544444444444444
preprint_CastilhosJ_2021,0.5,0.1,,64,39,224,0,224,,0.388392857142857,,0.388392857142857,single_class_accuracy,0.388392857142857
ShaiberA_2020,0.5,0.1,,64,38,35,35,0,0.114285714285714,,,0.114285714285714,single_class_accuracy,0.114285714285714
ZhuJY_2023,0.5,0.1,0.506849315068493,61,30,74,73,1,0.164383561643836,1,0.582191780821918,,balanced_accuracy,0.582191780821918
ZellerG_2014,0.5,0.1,0.536796536796537,63,40,54,21,33,0.142857142857143,0.666666666666667,0.404761904761905,,balanced_accuracy,0.404761904761905
