study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.05,0.611111111111111,482,124,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.5,0.05,0.61531914893617,447,116,122,47,75,0.276595744680851,0.84,0.558297872340425,,balanced_accuracy,0.558297872340425
ChenBY_2023,0.5,0.05,,470,141,56,0,56,,0.589285714285714,,0.589285714285714,single_class_accuracy,0.589285714285714
BuschartA_2016,0.5,0.05,0.677777777777778,483,121,53,8,45,0.25,0.4,0.325,,balanced_accuracy,0.325
VQuintanaL_2024,0.5,0.05,0.776785714285714,482,124,53,21,32,0.428571428571429,0.90625,0.667410714285714,,balanced_accuracy,0.667410714285714
ArmstrongA_2021,0.5,0.05,,482,122,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.05,0.64,483,121,20,10,10,0.7,0.3,0.5,,balanced_accuracy,0.5
BostanciN_2021,0.5,0.05,0.534580498866213,496,110,154,126,28,0.198412698412698,0.821428571428571,0.509920634920635,,balanced_accuracy,0.509920634920635
ChenLW_2022,0.5,0.05,,487,127,61,61,0,0.278688524590164,,,0.278688524590164,single_class_accuracy,0.278688524590164
CuiJ_2019,0.5,0.05,0.680113636363636,479,116,128,40,88,0.05,0.954545454545455,0.502272727272727,,balanced_accuracy,0.502272727272727
JiangQ_2021,0.5,0.05,,475,141,21,0,21,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
LiYJ_2023,0.5,0.05,0.588888888888889,476,123,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.5,0.05,,494,103,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,0.5,0.05,,483,127,35,35,0,0.257142857142857,,,0.257142857142857,single_class_accuracy,0.257142857142857
ZhuJY_2023,0.5,0.05,0.534246575342466,474,121,74,73,1,0.534246575342466,0,0.267123287671233,,balanced_accuracy,0.267123287671233
ZellerG_2014,0.5,0.05,0.362193362193362,484,109,54,21,33,0.380952380952381,0.757575757575758,0.569264069264069,,balanced_accuracy,0.569264069264069
