study,alpha,prev_cutoff,n_holdout,n_holdout_healthy,n_holdout_disease,loso_auc,input_taxa_n,retained_taxa_n
Castro-NallarE_2015,1,0.01,18,6,12,0.611111111111111,609,111
ZhangDY_2015,1,0.01,122,47,75,0.587234042553192,589,101
BuschartA_2016,1,0.01,53,8,45,0.672222222222222,611,96
VQuintanaL_2024,1,0.01,53,21,32,0.760416666666667,608,107
BelstromD_2017,1,0.01,20,10,10,0.66,612,125
BostanciN_2021,1,0.01,154,126,28,0.537981859410431,617,108
CuiJ_2019,1,0.01,128,40,88,0.676704545454546,612,100
LiYJ_2023,1,0.01,19,10,9,0.544444444444444,611,112
ZhuJY_2023,1,0.01,74,73,1,0.506849315068493,598,116
ZellerG_2014,1,0.01,54,21,33,0.633477633477633,607,122
