study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.2,0.611111111111111,279,73,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.5,0.2,0.622978723404255,246,57,122,47,75,0.297872340425532,0.826666666666667,0.562269503546099,,balanced_accuracy,0.562269503546099
ChenBY_2023,0.5,0.2,,270,91,56,0,56,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
BuschartA_2016,0.5,0.2,0.6,284,82,53,8,45,0.375,0.488888888888889,0.431944444444444,,balanced_accuracy,0.431944444444444
VQuintanaL_2024,0.5,0.2,0.754464285714286,278,69,53,21,32,0.285714285714286,0.96875,0.627232142857143,,balanced_accuracy,0.627232142857143
ArmstrongA_2021,0.5,0.2,,278,86,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.2,0.85,282,89,20,10,10,0.8,0.5,0.65,,balanced_accuracy,0.65
BostanciN_2021,0.5,0.2,0.522675736961451,304,108,154,126,28,0.285714285714286,0.678571428571429,0.482142857142857,,balanced_accuracy,0.482142857142857
ChenLW_2022,0.5,0.2,,294,77,61,61,0,0.377049180327869,,,0.377049180327869,single_class_accuracy,0.377049180327869
CuiJ_2019,0.5,0.2,0.628409090909091,263,73,128,40,88,0.075,0.920454545454545,0.497727272727273,,balanced_accuracy,0.497727272727273
JiangQ_2021,0.5,0.2,,274,86,21,0,21,,0.476190476190476,,0.476190476190476,single_class_accuracy,0.476190476190476
LiYJ_2023,0.5,0.2,0.455555555555556,276,87,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.5,0.2,,308,95,224,0,224,,0.464285714285714,,0.464285714285714,single_class_accuracy,0.464285714285714
ShaiberA_2020,0.5,0.2,,284,82,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.5,0.2,0.931506849315068,257,97,74,73,1,0.493150684931507,1,0.746575342465753,,balanced_accuracy,0.746575342465753
ZellerG_2014,0.5,0.2,0.626262626262626,280,79,54,21,33,0.523809523809524,0.606060606060606,0.564935064935065,,balanced_accuracy,0.564935064935065
