study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.2,0.680555555555556,61,18,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.5,0.2,0.56,58,23,122,47,75,0.212765957446809,0.813333333333333,0.513049645390071,,balanced_accuracy,0.513049645390071
ChenBY_2023,0.5,0.2,,60,21,56,0,56,,0.892857142857143,,0.892857142857143,single_class_accuracy,0.892857142857143
BuschartA_2016,0.5,0.2,0.505555555555556,61,24,53,8,45,0.25,0.733333333333333,0.491666666666667,,balanced_accuracy,0.491666666666667
VQuintanaL_2024,0.5,0.2,0.787202380952381,61,17,53,21,32,0.714285714285714,0.6875,0.700892857142857,,balanced_accuracy,0.700892857142857
ArmstrongA_2021,0.5,0.2,,61,22,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.2,0.84,61,21,20,10,10,0.7,0.8,0.75,,balanced_accuracy,0.75
BostanciN_2021,0.5,0.2,0.530612244897959,63,17,154,126,28,0.0396825396825397,0.964285714285714,0.501984126984127,,balanced_accuracy,0.501984126984127
ChenLW_2022,0.5,0.2,,61,30,61,61,0,0.344262295081967,,,0.344262295081967,single_class_accuracy,0.344262295081967
CuiJ_2019,0.5,0.2,0.602556818181818,61,24,128,40,88,0.225,0.829545454545455,0.527272727272727,,balanced_accuracy,0.527272727272727
JiangQ_2021,0.5,0.2,,61,24,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.5,0.2,0.588888888888889,61,24,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.5,0.2,,61,27,224,0,224,,0.388392857142857,,0.388392857142857,single_class_accuracy,0.388392857142857
ShaiberA_2020,0.5,0.2,,61,24,35,35,0,0.4,,,0.4,single_class_accuracy,0.4
ZhuJY_2023,0.5,0.2,0.520547945205479,60,24,74,73,1,0.10958904109589,1,0.554794520547945,,balanced_accuracy,0.554794520547945
ZellerG_2014,0.5,0.2,0.591630591630592,61,28,54,21,33,0.19047619047619,0.818181818181818,0.504329004329004,,balanced_accuracy,0.504329004329004
