study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.05,0.583333333333333,72,31,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,1,0.05,0.546099290780142,65,36,122,47,75,0.25531914893617,0.746666666666667,0.500992907801419,,balanced_accuracy,0.500992907801419
ChenBY_2023,1,0.05,,68,33,56,0,56,,0.678571428571429,,0.678571428571429,single_class_accuracy,0.678571428571429
BuschartA_2016,1,0.05,0.586111111111111,73,26,53,8,45,0.25,0.777777777777778,0.513888888888889,,balanced_accuracy,0.513888888888889
VQuintanaL_2024,1,0.05,0.84375,72,22,53,21,32,1,0.5625,0.78125,,balanced_accuracy,0.78125
ArmstrongA_2021,1,0.05,,72,30,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.05,0.79,72,32,20,10,10,0.2,0.9,0.55,,balanced_accuracy,0.55
BostanciN_2021,1,0.05,0.550453514739229,73,23,154,126,28,0.0555555555555556,0.928571428571429,0.492063492063492,,balanced_accuracy,0.492063492063492
ChenLW_2022,1,0.05,,73,30,61,61,0,0.180327868852459,,,0.180327868852459,single_class_accuracy,0.180327868852459
CuiJ_2019,1,0.05,0.58125,72,46,128,40,88,0.3,0.806818181818182,0.553409090909091,,balanced_accuracy,0.553409090909091
JiangQ_2021,1,0.05,,68,34,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,1,0.05,0.611111111111111,68,38,19,10,9,0.2,0.888888888888889,0.544444444444444,,balanced_accuracy,0.544444444444444
preprint_CastilhosJ_2021,1,0.05,,73,30,224,0,224,,0.379464285714286,,0.379464285714286,single_class_accuracy,0.379464285714286
ShaiberA_2020,1,0.05,,72,35,35,35,0,0.114285714285714,,,0.114285714285714,single_class_accuracy,0.114285714285714
ZhuJY_2023,1,0.05,0.534246575342466,72,34,74,73,1,0.164383561643836,1,0.582191780821918,,balanced_accuracy,0.582191780821918
ZellerG_2014,1,0.05,0.538239538239538,72,31,54,21,33,0.142857142857143,0.666666666666667,0.404761904761905,,balanced_accuracy,0.404761904761905
