study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.05,0.486111111111111,59,22,18,6,12,0.5,0.583333333333333,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,1,0.05,0.477730496453901,53,22,122,47,75,0.319148936170213,0.666666666666667,0.49290780141844,,balanced_accuracy,0.49290780141844
ChenBY_2023,1,0.05,,55,22,56,0,56,,0.875,,0.875,single_class_accuracy,0.875
BuschartA_2016,1,0.05,0.455555555555556,60,23,53,8,45,0.125,0.711111111111111,0.418055555555556,,balanced_accuracy,0.418055555555556
VQuintanaL_2024,1,0.05,0.831845238095238,59,20,53,21,32,1,0.53125,0.765625,,balanced_accuracy,0.765625
ArmstrongA_2021,1,0.05,,59,25,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,1,0.05,0.78,59,24,20,10,10,0.3,0.9,0.6,,balanced_accuracy,0.6
BostanciN_2021,1,0.05,0.553571428571429,60,25,154,126,28,0.0476190476190476,0.928571428571429,0.488095238095238,,balanced_accuracy,0.488095238095238
ChenLW_2022,1,0.05,,60,22,61,61,0,0.131147540983607,,,0.131147540983607,single_class_accuracy,0.131147540983607
CuiJ_2019,1,0.05,0.542613636363636,59,39,128,40,88,0.25,0.818181818181818,0.534090909090909,,balanced_accuracy,0.534090909090909
JiangQ_2021,1,0.05,,55,31,21,0,21,,0.857142857142857,,0.857142857142857,single_class_accuracy,0.857142857142857
LiYJ_2023,1,0.05,0.444444444444444,55,24,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,1,0.05,,60,23,224,0,224,,0.388392857142857,,0.388392857142857,single_class_accuracy,0.388392857142857
ShaiberA_2020,1,0.05,,59,25,35,35,0,0.0857142857142857,,,0.0857142857142857,single_class_accuracy,0.0857142857142857
ZhuJY_2023,1,0.05,0.63013698630137,59,21,74,73,1,0.0958904109589041,1,0.547945205479452,,balanced_accuracy,0.547945205479452
ZellerG_2014,1,0.05,0.54978354978355,59,23,54,21,33,0.0952380952380952,0.636363636363636,0.365800865800866,,balanced_accuracy,0.365800865800866
