study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.01,0.583333333333333,86,35,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,1,0.01,0.526808510638298,86,38,122,47,75,0.319148936170213,0.706666666666667,0.51290780141844,,balanced_accuracy,0.51290780141844
ChenBY_2023,1,0.01,,87,28,56,0,56,,0.696428571428571,,0.696428571428571,single_class_accuracy,0.696428571428571
BuschartA_2016,1,0.01,0.572222222222222,87,36,53,8,45,0.25,0.8,0.525,,balanced_accuracy,0.525
VQuintanaL_2024,1,0.01,0.851190476190476,87,28,53,21,32,1,0.5625,0.78125,,balanced_accuracy,0.78125
ArmstrongA_2021,1,0.01,,87,36,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.01,0.81,87,40,20,10,10,0.2,0.9,0.55,,balanced_accuracy,0.55
BostanciN_2021,1,0.01,0.54875283446712,87,27,154,126,28,0.0476190476190476,0.928571428571429,0.488095238095238,,balanced_accuracy,0.488095238095238
ChenLW_2022,1,0.01,,87,37,61,61,0,0.0983606557377049,,,0.0983606557377049,single_class_accuracy,0.0983606557377049
CuiJ_2019,1,0.01,0.579261363636364,87,51,128,40,88,0.325,0.772727272727273,0.548863636363636,,balanced_accuracy,0.548863636363636
JiangQ_2021,1,0.01,,87,41,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,1,0.01,0.6,87,45,19,10,9,0.2,0.888888888888889,0.544444444444444,,balanced_accuracy,0.544444444444444
preprint_CastilhosJ_2021,1,0.01,,85,36,224,0,224,,0.383928571428571,,0.383928571428571,single_class_accuracy,0.383928571428571
ShaiberA_2020,1,0.01,,87,42,35,35,0,0.114285714285714,,,0.114285714285714,single_class_accuracy,0.114285714285714
ZhuJY_2023,1,0.01,0.575342465753425,86,36,74,73,1,0.150684931506849,1,0.575342465753425,,balanced_accuracy,0.575342465753425
ZellerG_2014,1,0.01,0.541125541125541,87,46,54,21,33,0.142857142857143,0.666666666666667,0.404761904761905,,balanced_accuracy,0.404761904761905
