study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.01,0.472222222222222,14,5,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,1,0.01,0.524255319148936,14,5,122,47,75,0.191489361702128,0.786666666666667,0.489078014184397,,balanced_accuracy,0.489078014184397
ChenBY_2023,1,0.01,,14,4,56,0,56,,0.946428571428571,,0.946428571428571,single_class_accuracy,0.946428571428571
BuschartA_2016,1,0.01,0.447222222222222,14,4,53,8,45,0.125,0.622222222222222,0.373611111111111,,balanced_accuracy,0.373611111111111
VQuintanaL_2024,1,0.01,0.626488095238095,14,4,53,21,32,0.523809523809524,0.65625,0.590029761904762,,balanced_accuracy,0.590029761904762
ArmstrongA_2021,1,0.01,,14,5,13,13,0,0,,,0,single_class_accuracy,0
BelstromD_2017,1,0.01,0.71,14,5,20,10,10,0,0.9,0.45,,balanced_accuracy,0.45
BostanciN_2021,1,0.01,0.57171201814059,14,4,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,1,0.01,,14,5,61,61,0,0.0819672131147541,,,0.0819672131147541,single_class_accuracy,0.0819672131147541
CuiJ_2019,1,0.01,0.576704545454545,14,5,128,40,88,0.175,0.886363636363636,0.530681818181818,,balanced_accuracy,0.530681818181818
JiangQ_2021,1,0.01,,14,5,21,0,21,,1,,1,single_class_accuracy,1
LiYJ_2023,1,0.01,0.788888888888889,14,4,19,10,9,0.1,1,0.55,,balanced_accuracy,0.55
preprint_CastilhosJ_2021,1,0.01,,13,3,224,0,224,,0.357142857142857,,0.357142857142857,single_class_accuracy,0.357142857142857
ShaiberA_2020,1,0.01,,14,5,35,35,0,0,,,0,single_class_accuracy,0
ZhuJY_2023,1,0.01,0.602739726027397,14,5,74,73,1,0,1,0.5,,balanced_accuracy,0.5
ZellerG_2014,1,0.01,0.575757575757576,14,4,54,21,33,0.285714285714286,0.787878787878788,0.536796536796537,,balanced_accuracy,0.536796536796537
