study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.01,0.541666666666667,237,60,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.1,0.01,0.495886524822695,231,86,122,47,75,0.148936170212766,0.866666666666667,0.507801418439716,,balanced_accuracy,0.507801418439716
ChenBY_2023,0.1,0.01,,238,65,56,0,56,,0.678571428571429,,0.678571428571429,single_class_accuracy,0.678571428571429
BuschartA_2016,0.1,0.01,0.533333333333333,239,84,53,8,45,0.25,0.711111111111111,0.480555555555556,,balanced_accuracy,0.480555555555556
VQuintanaL_2024,0.1,0.01,0.796130952380952,238,86,53,21,32,0.428571428571429,0.78125,0.604910714285714,,balanced_accuracy,0.604910714285714
ArmstrongA_2021,0.1,0.01,,239,63,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.01,0.84,239,77,20,10,10,0.6,0.9,0.75,,balanced_accuracy,0.75
BostanciN_2021,0.1,0.01,0.530328798185941,241,48,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.01,,239,79,61,61,0,0.114754098360656,,,0.114754098360656,single_class_accuracy,0.114754098360656
CuiJ_2019,0.1,0.01,0.632386363636364,239,83,128,40,88,0.125,0.920454545454545,0.522727272727273,,balanced_accuracy,0.522727272727273
JiangQ_2021,0.1,0.01,,238,78,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.1,0.01,0.644444444444444,239,91,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.01,,238,61,224,0,224,,0.205357142857143,,0.205357142857143,single_class_accuracy,0.205357142857143
ShaiberA_2020,0.1,0.01,,238,93,35,35,0,0.285714285714286,,,0.285714285714286,single_class_accuracy,0.285714285714286
ZhuJY_2023,0.1,0.01,0.808219178082192,236,73,74,73,1,0.328767123287671,0,0.164383561643836,,balanced_accuracy,0.164383561643836
ZellerG_2014,0.1,0.01,0.660894660894661,239,83,54,21,33,0.333333333333333,0.909090909090909,0.621212121212121,,balanced_accuracy,0.621212121212121
