study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.3,0.486111111111111,177,46,18,6,12,0.333333333333333,0.5,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,1,0.3,0.633475177304965,149,38,122,47,75,0.191489361702128,0.853333333333333,0.522411347517731,,balanced_accuracy,0.522411347517731
ChenBY_2023,1,0.3,,168,42,56,0,56,,0.696428571428571,,0.696428571428571,single_class_accuracy,0.696428571428571
BuschartA_2016,1,0.3,0.472222222222222,176,36,53,8,45,0.625,0.4,0.5125,,balanced_accuracy,0.5125
VQuintanaL_2024,1,0.3,0.744047619047619,172,41,53,21,32,0.380952380952381,0.875,0.627976190476191,,balanced_accuracy,0.627976190476191
ArmstrongA_2021,1,0.3,,174,39,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,1,0.3,0.76,173,34,20,10,10,0.8,0.4,0.6,,balanced_accuracy,0.6
BostanciN_2021,1,0.3,0.476757369614513,204,91,154,126,28,0.349206349206349,0.571428571428571,0.46031746031746,,balanced_accuracy,0.46031746031746
ChenLW_2022,1,0.3,,187,51,61,61,0,0.426229508196721,,,0.426229508196721,single_class_accuracy,0.426229508196721
CuiJ_2019,1,0.3,0.659659090909091,161,32,128,40,88,0.125,0.931818181818182,0.528409090909091,,balanced_accuracy,0.528409090909091
JiangQ_2021,1,0.3,,171,44,21,0,21,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
LiYJ_2023,1,0.3,0.7,173,46,19,10,9,0.4,1,0.7,,balanced_accuracy,0.7
preprint_CastilhosJ_2021,1,0.3,,210,91,224,0,224,,0.473214285714286,,0.473214285714286,single_class_accuracy,0.473214285714286
ShaiberA_2020,1,0.3,,174,44,35,35,0,0.428571428571429,,,0.428571428571429,single_class_accuracy,0.428571428571429
ZhuJY_2023,1,0.3,1,154,51,74,73,1,0.232876712328767,1,0.616438356164384,,balanced_accuracy,0.616438356164384
ZellerG_2014,1,0.3,0.665223665223665,175,52,54,21,33,0.476190476190476,0.696969696969697,0.586580086580087,,balanced_accuracy,0.586580086580087
