study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.3,0.652777777777778,52,21,18,6,12,0.166666666666667,1,0.583333333333333,,balanced_accuracy,0.583333333333333
ZhangDY_2015,0.1,0.3,0.535602836879433,47,26,122,47,75,0.170212765957447,0.853333333333333,0.51177304964539,,balanced_accuracy,0.51177304964539
ChenBY_2023,0.1,0.3,,51,20,56,0,56,,0.928571428571429,,0.928571428571429,single_class_accuracy,0.928571428571429
BuschartA_2016,0.1,0.3,0.552777777777778,53,22,53,8,45,0.125,0.755555555555556,0.440277777777778,,balanced_accuracy,0.440277777777778
VQuintanaL_2024,0.1,0.3,0.787202380952381,53,20,53,21,32,0.476190476190476,0.8125,0.644345238095238,,balanced_accuracy,0.644345238095238
ArmstrongA_2021,0.1,0.3,,52,22,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.3,0.8,52,22,20,10,10,0.6,0.8,0.7,,balanced_accuracy,0.7
BostanciN_2021,0.1,0.3,0.589002267573696,55,20,154,126,28,0,0.964285714285714,0.482142857142857,,balanced_accuracy,0.482142857142857
ChenLW_2022,0.1,0.3,,53,31,61,61,0,0.245901639344262,,,0.245901639344262,single_class_accuracy,0.245901639344262
CuiJ_2019,0.1,0.3,0.612784090909091,48,19,128,40,88,0.1,0.909090909090909,0.504545454545455,,balanced_accuracy,0.504545454545455
JiangQ_2021,0.1,0.3,,51,22,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,0.1,0.3,0.744444444444445,52,24,19,10,9,0.4,1,0.7,,balanced_accuracy,0.7
preprint_CastilhosJ_2021,0.1,0.3,,57,35,224,0,224,,0.370535714285714,,0.370535714285714,single_class_accuracy,0.370535714285714
ShaiberA_2020,0.1,0.3,,53,21,35,35,0,0.285714285714286,,,0.285714285714286,single_class_accuracy,0.285714285714286
ZhuJY_2023,0.1,0.3,0.684931506849315,49,27,74,73,1,0.0410958904109589,1,0.520547945205479,,balanced_accuracy,0.520547945205479
ZellerG_2014,0.1,0.3,0.489177489177489,52,24,54,21,33,0.0476190476190476,0.878787878787879,0.463203463203463,,balanced_accuracy,0.463203463203463
