study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.2,0.597222222222222,279,110,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.1,0.2,0.616737588652482,246,85,122,47,75,0.276595744680851,0.813333333333333,0.544964539007092,,balanced_accuracy,0.544964539007092
ChenBY_2023,0.1,0.2,,270,117,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,0.1,0.2,0.608333333333333,284,121,53,8,45,0.375,0.444444444444444,0.409722222222222,,balanced_accuracy,0.409722222222222
VQuintanaL_2024,0.1,0.2,0.78125,278,119,53,21,32,0.19047619047619,0.96875,0.579613095238095,,balanced_accuracy,0.579613095238095
ArmstrongA_2021,0.1,0.2,,278,108,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.1,0.2,0.88,282,121,20,10,10,0.9,0.6,0.75,,balanced_accuracy,0.75
BostanciN_2021,0.1,0.2,0.513888888888889,304,151,154,126,28,0.246031746031746,0.785714285714286,0.515873015873016,,balanced_accuracy,0.515873015873016
ChenLW_2022,0.1,0.2,,294,128,61,61,0,0.278688524590164,,,0.278688524590164,single_class_accuracy,0.278688524590164
CuiJ_2019,0.1,0.2,0.617329545454545,263,104,128,40,88,0.075,0.897727272727273,0.486363636363636,,balanced_accuracy,0.486363636363636
JiangQ_2021,0.1,0.2,,274,125,21,0,21,,0.428571428571429,,0.428571428571429,single_class_accuracy,0.428571428571429
LiYJ_2023,0.1,0.2,0.633333333333333,276,122,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.1,0.2,,308,139,224,0,224,,0.450892857142857,,0.450892857142857,single_class_accuracy,0.450892857142857
ShaiberA_2020,0.1,0.2,,284,102,35,35,0,0.285714285714286,,,0.285714285714286,single_class_accuracy,0.285714285714286
ZhuJY_2023,0.1,0.2,0.89041095890411,257,124,74,73,1,0.410958904109589,1,0.705479452054795,,balanced_accuracy,0.705479452054795
ZellerG_2014,0.1,0.2,0.645021645021645,280,122,54,21,33,0.523809523809524,0.636363636363636,0.58008658008658,,balanced_accuracy,0.58008658008658
