study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.3,0.513888888888889,33,17,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.1,0.3,0.510070921985816,29,14,122,47,75,0.127659574468085,0.92,0.523829787234043,,balanced_accuracy,0.523829787234043
ChenBY_2023,0.1,0.3,,32,16,56,0,56,,0.946428571428571,,0.946428571428571,single_class_accuracy,0.946428571428571
BuschartA_2016,0.1,0.3,0.630555555555556,34,17,53,8,45,0,0.8,0.4,,balanced_accuracy,0.4
VQuintanaL_2024,0.1,0.3,0.794642857142857,34,16,53,21,32,0.476190476190476,0.90625,0.691220238095238,,balanced_accuracy,0.691220238095238
ArmstrongA_2021,0.1,0.3,,33,18,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.1,0.3,0.74,33,17,20,10,10,0.1,1,0.55,,balanced_accuracy,0.55
BostanciN_2021,0.1,0.3,0.556689342403628,36,14,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.3,,34,18,61,61,0,0.131147540983607,,,0.131147540983607,single_class_accuracy,0.131147540983607
CuiJ_2019,0.1,0.3,0.568465909090909,30,14,128,40,88,0.1,0.954545454545455,0.527272727272727,,balanced_accuracy,0.527272727272727
JiangQ_2021,0.1,0.3,,32,17,21,0,21,,1,,1,single_class_accuracy,1
LiYJ_2023,0.1,0.3,0.666666666666667,33,17,19,10,9,0.1,1,0.55,,balanced_accuracy,0.55
preprint_CastilhosJ_2021,0.1,0.3,,38,21,224,0,224,,0.334821428571429,,0.334821428571429,single_class_accuracy,0.334821428571429
ShaiberA_2020,0.1,0.3,,34,19,35,35,0,0.142857142857143,,,0.142857142857143,single_class_accuracy,0.142857142857143
ZhuJY_2023,0.1,0.3,0.589041095890411,30,18,74,73,1,0,1,0.5,,balanced_accuracy,0.5
ZellerG_2014,0.1,0.3,0.564213564213564,33,20,54,21,33,0.0952380952380952,0.636363636363636,0.365800865800866,,balanced_accuracy,0.365800865800866
