study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.05,0.625,509,212,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.1,0.05,0.611347517730497,474,196,122,47,75,0.340425531914894,0.813333333333333,0.576879432624113,,balanced_accuracy,0.576879432624113
ChenBY_2023,0.1,0.05,,498,205,56,0,56,,0.625,,0.625,single_class_accuracy,0.625
BuschartA_2016,0.1,0.05,0.677777777777778,509,221,53,8,45,0.375,0.422222222222222,0.398611111111111,,balanced_accuracy,0.398611111111111
VQuintanaL_2024,0.1,0.05,0.824404761904762,509,235,53,21,32,0.285714285714286,1,0.642857142857143,,balanced_accuracy,0.642857142857143
ArmstrongA_2021,0.1,0.05,,509,214,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.05,0.85,510,224,20,10,10,0.8,0.8,0.8,,balanced_accuracy,0.8
BostanciN_2021,0.1,0.05,0.518990929705216,525,221,154,126,28,0.253968253968254,0.821428571428571,0.537698412698413,,balanced_accuracy,0.537698412698413
ChenLW_2022,0.1,0.05,,514,217,61,61,0,0.180327868852459,,,0.180327868852459,single_class_accuracy,0.180327868852459
CuiJ_2019,0.1,0.05,0.685227272727273,507,191,128,40,88,0.05,0.954545454545455,0.502272727272727,,balanced_accuracy,0.502272727272727
JiangQ_2021,0.1,0.05,,502,257,21,0,21,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
LiYJ_2023,0.1,0.05,0.711111111111111,503,249,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.05,,523,183,224,0,224,,0.321428571428571,,0.321428571428571,single_class_accuracy,0.321428571428571
ShaiberA_2020,0.1,0.05,,510,202,35,35,0,0.228571428571429,,,0.228571428571429,single_class_accuracy,0.228571428571429
ZhuJY_2023,0.1,0.05,0.547945205479452,501,245,74,73,1,0.547945205479452,0,0.273972602739726,,balanced_accuracy,0.273972602739726
ZellerG_2014,0.1,0.05,0.636363636363636,511,225,54,21,33,0.428571428571429,0.696969696969697,0.562770562770563,,balanced_accuracy,0.562770562770563
