study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.2,0.472222222222222,52,18,18,6,12,0.333333333333333,0.833333333333333,0.583333333333333,,balanced_accuracy,0.583333333333333
ZhangDY_2015,1,0.2,0.558014184397163,49,19,122,47,75,0.191489361702128,0.813333333333333,0.502411347517731,,balanced_accuracy,0.502411347517731
ChenBY_2023,1,0.2,,51,19,56,0,56,,0.839285714285714,,0.839285714285714,single_class_accuracy,0.839285714285714
BuschartA_2016,1,0.2,0.580555555555556,52,20,53,8,45,0.375,0.755555555555556,0.565277777777778,,balanced_accuracy,0.565277777777778
VQuintanaL_2024,1,0.2,0.857142857142857,52,17,53,21,32,0.904761904761905,0.53125,0.718005952380952,,balanced_accuracy,0.718005952380952
ArmstrongA_2021,1,0.2,,52,23,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.2,0.71,52,16,20,10,10,0.2,1,0.6,,balanced_accuracy,0.6
BostanciN_2021,1,0.2,0.552154195011338,53,9,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,1,0.2,,52,24,61,61,0,0.213114754098361,,,0.213114754098361,single_class_accuracy,0.213114754098361
CuiJ_2019,1,0.2,0.580681818181818,51,18,128,40,88,0.275,0.806818181818182,0.540909090909091,,balanced_accuracy,0.540909090909091
JiangQ_2021,1,0.2,,52,21,21,0,21,,0.857142857142857,,0.857142857142857,single_class_accuracy,0.857142857142857
LiYJ_2023,1,0.2,0.622222222222222,52,22,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,1,0.2,,51,25,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,1,0.2,,52,22,35,35,0,0.171428571428571,,,0.171428571428571,single_class_accuracy,0.171428571428571
ZhuJY_2023,1,0.2,0.506849315068493,51,24,74,73,1,0.10958904109589,1,0.554794520547945,,balanced_accuracy,0.554794520547945
ZellerG_2014,1,0.2,0.536796536796537,52,24,54,21,33,0.19047619047619,0.606060606060606,0.398268398268398,,balanced_accuracy,0.398268398268398
