study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.01,0.611111111111111,103,27,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.5,0.01,0.555744680851064,102,34,122,47,75,0.319148936170213,0.8,0.559574468085106,,balanced_accuracy,0.559574468085106
ChenBY_2023,0.5,0.01,,104,25,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,0.5,0.01,0.522222222222222,103,35,53,8,45,0.25,0.733333333333333,0.491666666666667,,balanced_accuracy,0.491666666666667
VQuintanaL_2024,0.5,0.01,0.822916666666667,104,26,53,21,32,0.952380952380952,0.59375,0.773065476190476,,balanced_accuracy,0.773065476190476
ArmstrongA_2021,0.5,0.01,,104,38,13,13,0,0.307692307692308,,,0.307692307692308,single_class_accuracy,0.307692307692308
BelstromD_2017,0.5,0.01,0.83,104,37,20,10,10,0.8,0.8,0.8,,balanced_accuracy,0.8
BostanciN_2021,0.5,0.01,0.530328798185941,105,34,154,126,28,0.0634920634920635,0.964285714285714,0.513888888888889,,balanced_accuracy,0.513888888888889
ChenLW_2022,0.5,0.01,,104,31,61,61,0,0.278688524590164,,,0.278688524590164,single_class_accuracy,0.278688524590164
CuiJ_2019,0.5,0.01,0.634943181818182,104,45,128,40,88,0.225,0.897727272727273,0.561363636363636,,balanced_accuracy,0.561363636363636
JiangQ_2021,0.5,0.01,,104,40,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.5,0.01,0.577777777777778,104,35,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.5,0.01,,103,38,224,0,224,,0.267857142857143,,0.267857142857143,single_class_accuracy,0.267857142857143
ShaiberA_2020,0.5,0.01,,104,36,35,35,0,0.457142857142857,,,0.457142857142857,single_class_accuracy,0.457142857142857
ZhuJY_2023,0.5,0.01,0.589041095890411,104,42,74,73,1,0.232876712328767,1,0.616438356164384,,balanced_accuracy,0.616438356164384
ZellerG_2014,0.5,0.01,0.520923520923521,104,36,54,21,33,0.142857142857143,0.787878787878788,0.465367965367965,,balanced_accuracy,0.465367965367965
