study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.1,0.583333333333333,392,100,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.5,0.1,0.633475177304965,361,105,122,47,75,0.297872340425532,0.853333333333333,0.575602836879433,,balanced_accuracy,0.575602836879433
ChenBY_2023,0.5,0.1,,385,105,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,0.5,0.1,0.644444444444444,395,120,53,8,45,0.5,0.444444444444444,0.472222222222222,,balanced_accuracy,0.472222222222222
VQuintanaL_2024,0.5,0.1,0.806547619047619,390,107,53,21,32,0.476190476190476,0.875,0.675595238095238,,balanced_accuracy,0.675595238095238
ArmstrongA_2021,0.5,0.1,,392,83,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.5,0.1,0.73,392,112,20,10,10,0.7,0.5,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.1,0.541950113378685,408,120,154,126,28,0.301587301587302,0.785714285714286,0.543650793650794,,balanced_accuracy,0.543650793650794
ChenLW_2022,0.5,0.1,,398,120,61,61,0,0.278688524590164,,,0.278688524590164,single_class_accuracy,0.278688524590164
CuiJ_2019,0.5,0.1,0.662784090909091,390,94,128,40,88,0.1,0.954545454545455,0.527272727272727,,balanced_accuracy,0.527272727272727
JiangQ_2021,0.5,0.1,,392,110,21,0,21,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
LiYJ_2023,0.5,0.1,0.611111111111111,389,93,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.5,0.1,,415,102,224,0,224,,0.401785714285714,,0.401785714285714,single_class_accuracy,0.401785714285714
ShaiberA_2020,0.5,0.1,,396,116,35,35,0,0.371428571428571,,,0.371428571428571,single_class_accuracy,0.371428571428571
ZhuJY_2023,0.5,0.1,0.684931506849315,375,113,74,73,1,0.328767123287671,0,0.164383561643836,,balanced_accuracy,0.164383561643836
ZellerG_2014,0.5,0.1,0.643578643578644,393,91,54,21,33,0.380952380952381,0.727272727272727,0.554112554112554,,balanced_accuracy,0.554112554112554
