study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.01,0.611111111111111,609,111,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,1,0.01,0.587234042553192,589,101,122,47,75,0.340425531914894,0.826666666666667,0.58354609929078,,balanced_accuracy,0.58354609929078
ChenBY_2023,1,0.01,,606,127,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,1,0.01,0.672222222222222,611,96,53,8,45,0.125,0.4,0.2625,,balanced_accuracy,0.2625
VQuintanaL_2024,1,0.01,0.760416666666667,608,107,53,21,32,0.380952380952381,0.9375,0.659226190476191,,balanced_accuracy,0.659226190476191
ArmstrongA_2021,1,0.01,,612,133,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.01,0.66,612,125,20,10,10,0.8,0.5,0.65,,balanced_accuracy,0.65
BostanciN_2021,1,0.01,0.537981859410431,617,108,154,126,28,0.26984126984127,0.714285714285714,0.492063492063492,,balanced_accuracy,0.492063492063492
ChenLW_2022,1,0.01,,612,121,61,61,0,0.278688524590164,,,0.278688524590164,single_class_accuracy,0.278688524590164
CuiJ_2019,1,0.01,0.676704545454546,612,100,128,40,88,0.075,0.954545454545455,0.514772727272727,,balanced_accuracy,0.514772727272727
JiangQ_2021,1,0.01,,610,131,21,0,21,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
LiYJ_2023,1,0.01,0.544444444444444,611,112,19,10,9,0.3,0.777777777777778,0.538888888888889,,balanced_accuracy,0.538888888888889
preprint_CastilhosJ_2021,1,0.01,,611,114,224,0,224,,0.459821428571429,,0.459821428571429,single_class_accuracy,0.459821428571429
ShaiberA_2020,1,0.01,,612,104,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,1,0.01,0.506849315068493,598,116,74,73,1,0.616438356164384,0,0.308219178082192,,balanced_accuracy,0.308219178082192
ZellerG_2014,1,0.01,0.633477633477633,607,122,54,21,33,0.380952380952381,0.757575757575758,0.569264069264069,,balanced_accuracy,0.569264069264069
