study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.3,0.541666666666667,43,14,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,1,0.3,0.533900709219858,38,14,122,47,75,0.191489361702128,0.8,0.495744680851064,,balanced_accuracy,0.495744680851064
ChenBY_2023,1,0.3,,42,14,56,0,56,,0.892857142857143,,0.892857142857143,single_class_accuracy,0.892857142857143
BuschartA_2016,1,0.3,0.566666666666667,44,17,53,8,45,0.25,0.8,0.525,,balanced_accuracy,0.525
VQuintanaL_2024,1,0.3,0.849702380952381,44,15,53,21,32,0.904761904761905,0.65625,0.780505952380952,,balanced_accuracy,0.780505952380952
ArmstrongA_2021,1,0.3,,43,16,13,13,0,0.307692307692308,,,0.307692307692308,single_class_accuracy,0.307692307692308
BelstromD_2017,1,0.3,0.66,43,15,20,10,10,0.1,0.9,0.5,,balanced_accuracy,0.5
BostanciN_2021,1,0.3,0.542800453514739,46,8,154,126,28,0.00793650793650794,1,0.503968253968254,,balanced_accuracy,0.503968253968254
ChenLW_2022,1,0.3,,44,18,61,61,0,0.163934426229508,,,0.163934426229508,single_class_accuracy,0.163934426229508
CuiJ_2019,1,0.3,0.615056818181818,40,14,128,40,88,0.275,0.863636363636364,0.569318181818182,,balanced_accuracy,0.569318181818182
JiangQ_2021,1,0.3,,42,15,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,1,0.3,0.422222222222222,43,18,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,1,0.3,,48,20,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,1,0.3,,44,16,35,35,0,0.2,,,0.2,single_class_accuracy,0.2
ZhuJY_2023,1,0.3,0.602739726027397,40,20,74,73,1,0.0821917808219178,1,0.541095890410959,,balanced_accuracy,0.541095890410959
ZellerG_2014,1,0.3,0.575757575757576,43,20,54,21,33,0.142857142857143,0.575757575757576,0.359307359307359,,balanced_accuracy,0.359307359307359
