study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.1,0.486111111111111,51,27,18,6,12,0.333333333333333,0.833333333333333,0.583333333333333,,balanced_accuracy,0.583333333333333
ZhangDY_2015,0.1,0.1,0.470070921985816,48,30,122,47,75,0.212765957446809,0.746666666666667,0.479716312056738,,balanced_accuracy,0.479716312056738
ChenBY_2023,0.1,0.1,,49,28,56,0,56,,0.946428571428571,,0.946428571428571,single_class_accuracy,0.946428571428571
BuschartA_2016,0.1,0.1,0.591666666666667,52,28,53,8,45,0,0.733333333333333,0.366666666666667,,balanced_accuracy,0.366666666666667
VQuintanaL_2024,0.1,0.1,0.848214285714286,51,25,53,21,32,0.857142857142857,0.65625,0.756696428571429,,balanced_accuracy,0.756696428571429
ArmstrongA_2021,0.1,0.1,,51,29,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.1,0.1,0.8,51,30,20,10,10,0.3,1,0.65,,balanced_accuracy,0.65
BostanciN_2021,0.1,0.1,0.561224489795918,52,30,154,126,28,0,0.964285714285714,0.482142857142857,,balanced_accuracy,0.482142857142857
ChenLW_2022,0.1,0.1,,52,32,61,61,0,0.114754098360656,,,0.114754098360656,single_class_accuracy,0.114754098360656
CuiJ_2019,0.1,0.1,0.545170454545455,52,37,128,40,88,0.225,0.840909090909091,0.532954545454546,,balanced_accuracy,0.532954545454546
JiangQ_2021,0.1,0.1,,51,32,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,0.1,0.1,0.566666666666667,51,29,19,10,9,0.1,1,0.55,,balanced_accuracy,0.55
preprint_CastilhosJ_2021,0.1,0.1,,52,37,224,0,224,,0.379464285714286,,0.379464285714286,single_class_accuracy,0.379464285714286
ShaiberA_2020,0.1,0.1,,52,30,35,35,0,0.0857142857142857,,,0.0857142857142857,single_class_accuracy,0.0857142857142857
ZhuJY_2023,0.1,0.1,0.506849315068493,49,29,74,73,1,0.0684931506849315,1,0.534246575342466,,balanced_accuracy,0.534246575342466
ZellerG_2014,0.1,0.1,0.558441558441558,51,33,54,21,33,0.0952380952380952,0.696969696969697,0.396103896103896,,balanced_accuracy,0.396103896103896
