study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.01,0.611111111111111,103,38,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.1,0.01,0.541560283687943,102,38,122,47,75,0.170212765957447,0.84,0.505106382978723,,balanced_accuracy,0.505106382978723
ChenBY_2023,0.1,0.01,,104,41,56,0,56,,0.767857142857143,,0.767857142857143,single_class_accuracy,0.767857142857143
BuschartA_2016,0.1,0.01,0.502777777777778,103,44,53,8,45,0.25,0.755555555555556,0.502777777777778,,balanced_accuracy,0.502777777777778
VQuintanaL_2024,0.1,0.01,0.857142857142857,104,35,53,21,32,0.857142857142857,0.75,0.803571428571429,,balanced_accuracy,0.803571428571429
ArmstrongA_2021,0.1,0.01,,104,41,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.01,0.86,104,44,20,10,10,0.5,0.8,0.65,,balanced_accuracy,0.65
BostanciN_2021,0.1,0.01,0.531462585034014,105,43,154,126,28,0.0317460317460317,1,0.515873015873016,,balanced_accuracy,0.515873015873016
ChenLW_2022,0.1,0.01,,104,36,61,61,0,0.147540983606557,,,0.147540983606557,single_class_accuracy,0.147540983606557
CuiJ_2019,0.1,0.01,0.623295454545455,104,49,128,40,88,0.175,0.897727272727273,0.536363636363636,,balanced_accuracy,0.536363636363636
JiangQ_2021,0.1,0.01,,104,40,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.1,0.01,0.6,104,42,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.1,0.01,,103,50,224,0,224,,0.254464285714286,,0.254464285714286,single_class_accuracy,0.254464285714286
ShaiberA_2020,0.1,0.01,,104,41,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.1,0.01,0.602739726027397,104,57,74,73,1,0.164383561643836,1,0.582191780821918,,balanced_accuracy,0.582191780821918
ZellerG_2014,0.1,0.01,0.474747474747475,104,49,54,21,33,0.142857142857143,0.818181818181818,0.480519480519481,,balanced_accuracy,0.480519480519481
