study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.05,0.513888888888889,59,26,18,6,12,0.166666666666667,0.833333333333333,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.1,0.05,0.47290780141844,53,26,122,47,75,0.234042553191489,0.786666666666667,0.510354609929078,,balanced_accuracy,0.510354609929078
ChenBY_2023,0.1,0.05,,55,29,56,0,56,,0.946428571428571,,0.946428571428571,single_class_accuracy,0.946428571428571
BuschartA_2016,0.1,0.05,0.594444444444445,60,27,53,8,45,0,0.733333333333333,0.366666666666667,,balanced_accuracy,0.366666666666667
VQuintanaL_2024,0.1,0.05,0.848214285714286,59,24,53,21,32,0.857142857142857,0.71875,0.787946428571429,,balanced_accuracy,0.787946428571429
ArmstrongA_2021,0.1,0.05,,59,28,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.1,0.05,0.79,59,28,20,10,10,0.3,1,0.65,,balanced_accuracy,0.65
BostanciN_2021,0.1,0.05,0.556972789115646,60,30,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.05,,60,28,61,61,0,0.0655737704918033,,,0.0655737704918033,single_class_accuracy,0.0655737704918033
CuiJ_2019,0.1,0.05,0.545738636363636,59,38,128,40,88,0.225,0.840909090909091,0.532954545454546,,balanced_accuracy,0.532954545454546
JiangQ_2021,0.1,0.05,,55,34,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,0.1,0.05,0.566666666666667,55,28,19,10,9,0.1,1,0.55,,balanced_accuracy,0.55
preprint_CastilhosJ_2021,0.1,0.05,,60,30,224,0,224,,0.361607142857143,,0.361607142857143,single_class_accuracy,0.361607142857143
ShaiberA_2020,0.1,0.05,,59,30,35,35,0,0.0857142857142857,,,0.0857142857142857,single_class_accuracy,0.0857142857142857
ZhuJY_2023,0.1,0.05,0.589041095890411,59,31,74,73,1,0.0410958904109589,1,0.520547945205479,,balanced_accuracy,0.520547945205479
ZellerG_2014,0.1,0.05,0.567099567099567,59,30,54,21,33,0.0952380952380952,0.666666666666667,0.380952380952381,,balanced_accuracy,0.380952380952381
