study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.2,0.555555555555556,43,17,18,6,12,0.5,0.75,0.625,,balanced_accuracy,0.625
ZhangDY_2015,0.5,0.2,0.542411347517731,39,16,122,47,75,0.170212765957447,0.8,0.485106382978723,,balanced_accuracy,0.485106382978723
ChenBY_2023,0.5,0.2,,41,15,56,0,56,,0.928571428571429,,0.928571428571429,single_class_accuracy,0.928571428571429
BuschartA_2016,0.5,0.2,0.425,43,20,53,8,45,0.125,0.688888888888889,0.406944444444444,,balanced_accuracy,0.406944444444444
VQuintanaL_2024,0.5,0.2,0.84375,42,17,53,21,32,0.857142857142857,0.625,0.741071428571429,,balanced_accuracy,0.741071428571429
ArmstrongA_2021,0.5,0.2,,43,20,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.5,0.2,0.71,43,19,20,10,10,0.3,0.9,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.2,0.538832199546485,44,11,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.5,0.2,,43,19,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,0.5,0.2,0.561363636363636,42,21,128,40,88,0.225,0.806818181818182,0.515909090909091,,balanced_accuracy,0.515909090909091
JiangQ_2021,0.5,0.2,,43,20,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,0.5,0.2,0.5,43,19,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.5,0.2,,42,22,224,0,224,,0.401785714285714,,0.401785714285714,single_class_accuracy,0.401785714285714
ShaiberA_2020,0.5,0.2,,43,19,35,35,0,0.171428571428571,,,0.171428571428571,single_class_accuracy,0.171428571428571
ZhuJY_2023,0.5,0.2,0.520547945205479,41,18,74,73,1,0.0958904109589041,1,0.547945205479452,,balanced_accuracy,0.547945205479452
ZellerG_2014,0.5,0.2,0.507936507936508,43,22,54,21,33,0.142857142857143,0.666666666666667,0.404761904761905,,balanced_accuracy,0.404761904761905
