study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.01,0.444444444444444,86,34,18,6,12,0.333333333333333,0.916666666666667,0.625,,balanced_accuracy,0.625
ZhangDY_2015,0.1,0.01,0.526808510638298,86,37,122,47,75,0.212765957446809,0.746666666666667,0.479716312056738,,balanced_accuracy,0.479716312056738
ChenBY_2023,0.1,0.01,,87,34,56,0,56,,0.821428571428571,,0.821428571428571,single_class_accuracy,0.821428571428571
BuschartA_2016,0.1,0.01,0.533333333333333,87,39,53,8,45,0.125,0.8,0.4625,,balanced_accuracy,0.4625
VQuintanaL_2024,0.1,0.01,0.852678571428571,87,34,53,21,32,0.904761904761905,0.71875,0.811755952380952,,balanced_accuracy,0.811755952380952
ArmstrongA_2021,0.1,0.01,,87,36,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.01,0.79,87,38,20,10,10,0.2,1,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.1,0.01,0.546485260770975,87,41,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.01,,87,41,61,61,0,0.0327868852459016,,,0.0327868852459016,single_class_accuracy,0.0327868852459016
CuiJ_2019,0.1,0.01,0.5625,87,56,128,40,88,0.275,0.806818181818182,0.540909090909091,,balanced_accuracy,0.540909090909091
JiangQ_2021,0.1,0.01,,87,39,21,0,21,,0.857142857142857,,0.857142857142857,single_class_accuracy,0.857142857142857
LiYJ_2023,0.1,0.01,0.511111111111111,87,46,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.1,0.01,,85,51,224,0,224,,0.366071428571429,,0.366071428571429,single_class_accuracy,0.366071428571429
ShaiberA_2020,0.1,0.01,,87,45,35,35,0,0.0857142857142857,,,0.0857142857142857,single_class_accuracy,0.0857142857142857
ZhuJY_2023,0.1,0.01,0.616438356164384,86,50,74,73,1,0.123287671232877,1,0.561643835616438,,balanced_accuracy,0.561643835616438
ZellerG_2014,0.1,0.01,0.545454545454545,87,43,54,21,33,0.0952380952380952,0.666666666666667,0.380952380952381,,balanced_accuracy,0.380952380952381
