study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.05,0.597222222222222,189,35,18,6,12,0.166666666666667,0.583333333333333,0.375,,balanced_accuracy,0.375
ZhangDY_2015,0.5,0.05,0.60709219858156,171,59,122,47,75,0.234042553191489,0.826666666666667,0.530354609929078,,balanced_accuracy,0.530354609929078
ChenBY_2023,0.5,0.05,,180,43,56,0,56,,0.589285714285714,,0.589285714285714,single_class_accuracy,0.589285714285714
BuschartA_2016,0.5,0.05,0.547222222222222,190,59,53,8,45,0.25,0.644444444444445,0.447222222222222,,balanced_accuracy,0.447222222222222
VQuintanaL_2024,0.5,0.05,0.776785714285714,187,60,53,21,32,0.571428571428571,0.71875,0.645089285714286,,balanced_accuracy,0.645089285714286
ArmstrongA_2021,0.5,0.05,,189,45,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,0.5,0.05,0.86,189,53,20,10,10,0.7,0.9,0.8,,balanced_accuracy,0.8
BostanciN_2021,0.5,0.05,0.521258503401361,191,30,154,126,28,0.0555555555555556,0.892857142857143,0.474206349206349,,balanced_accuracy,0.474206349206349
ChenLW_2022,0.5,0.05,,190,53,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,0.5,0.05,0.641193181818182,188,54,128,40,88,0.05,0.920454545454545,0.485227272727273,,balanced_accuracy,0.485227272727273
JiangQ_2021,0.5,0.05,,181,53,21,0,21,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
LiYJ_2023,0.5,0.05,0.655555555555556,184,66,19,10,9,0.4,0.666666666666667,0.533333333333333,,balanced_accuracy,0.533333333333333
preprint_CastilhosJ_2021,0.5,0.05,,192,39,224,0,224,,0.316964285714286,,0.316964285714286,single_class_accuracy,0.316964285714286
ShaiberA_2020,0.5,0.05,,189,51,35,35,0,0.428571428571429,,,0.428571428571429,single_class_accuracy,0.428571428571429
ZhuJY_2023,0.5,0.05,0.835616438356164,186,38,74,73,1,0.287671232876712,0,0.143835616438356,,balanced_accuracy,0.143835616438356
ZellerG_2014,0.5,0.05,0.673881673881674,189,63,54,21,33,0.380952380952381,0.848484848484848,0.614718614718615,,balanced_accuracy,0.614718614718615
