study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.05,0.597222222222222,189,36,18,6,12,0.166666666666667,0.583333333333333,0.375,,balanced_accuracy,0.375
ZhangDY_2015,1,0.05,0.605390070921986,171,52,122,47,75,0.234042553191489,0.84,0.537021276595745,,balanced_accuracy,0.537021276595745
ChenBY_2023,1,0.05,,180,40,56,0,56,,0.589285714285714,,0.589285714285714,single_class_accuracy,0.589285714285714
BuschartA_2016,1,0.05,0.558333333333333,190,52,53,8,45,0.25,0.6,0.425,,balanced_accuracy,0.425
VQuintanaL_2024,1,0.05,0.776785714285714,187,57,53,21,32,0.619047619047619,0.71875,0.66889880952381,,balanced_accuracy,0.66889880952381
ArmstrongA_2021,1,0.05,,189,42,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.05,0.85,189,46,20,10,10,0.7,0.9,0.8,,balanced_accuracy,0.8
BostanciN_2021,1,0.05,0.520408163265306,191,26,154,126,28,0.0952380952380952,0.857142857142857,0.476190476190476,,balanced_accuracy,0.476190476190476
ChenLW_2022,1,0.05,,190,48,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,1,0.05,0.643181818181818,188,51,128,40,88,0.075,0.909090909090909,0.492045454545455,,balanced_accuracy,0.492045454545455
JiangQ_2021,1,0.05,,181,42,21,0,21,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
LiYJ_2023,1,0.05,0.666666666666667,184,63,19,10,9,0.4,0.666666666666667,0.533333333333333,,balanced_accuracy,0.533333333333333
preprint_CastilhosJ_2021,1,0.05,,192,37,224,0,224,,0.334821428571429,,0.334821428571429,single_class_accuracy,0.334821428571429
ShaiberA_2020,1,0.05,,189,47,35,35,0,0.428571428571429,,,0.428571428571429,single_class_accuracy,0.428571428571429
ZhuJY_2023,1,0.05,0.794520547945206,186,33,74,73,1,0.356164383561644,0,0.178082191780822,,balanced_accuracy,0.178082191780822
ZellerG_2014,1,0.05,0.665223665223665,189,57,54,21,33,0.380952380952381,0.878787878787879,0.62987012987013,,balanced_accuracy,0.62987012987013
