study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.01,0.583333333333333,237,32,18,6,12,0.166666666666667,0.583333333333333,0.375,,balanced_accuracy,0.375
ZhangDY_2015,1,0.01,0.520851063829787,231,55,122,47,75,0.170212765957447,0.853333333333333,0.51177304964539,,balanced_accuracy,0.51177304964539
ChenBY_2023,1,0.01,,238,38,56,0,56,,0.607142857142857,,0.607142857142857,single_class_accuracy,0.607142857142857
BuschartA_2016,1,0.01,0.563888888888889,239,47,53,8,45,0.25,0.622222222222222,0.436111111111111,,balanced_accuracy,0.436111111111111
VQuintanaL_2024,1,0.01,0.776785714285714,238,54,53,21,32,0.571428571428571,0.71875,0.645089285714286,,balanced_accuracy,0.645089285714286
ArmstrongA_2021,1,0.01,,239,36,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,1,0.01,0.82,239,42,20,10,10,0.6,0.8,0.7,,balanced_accuracy,0.7
BostanciN_2021,1,0.01,0.524659863945578,241,26,154,126,28,0.103174603174603,0.857142857142857,0.48015873015873,,balanced_accuracy,0.48015873015873
ChenLW_2022,1,0.01,,239,49,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,1,0.01,0.651420454545455,239,47,128,40,88,0.125,0.909090909090909,0.517045454545455,,balanced_accuracy,0.517045454545455
JiangQ_2021,1,0.01,,238,47,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,1,0.01,0.677777777777778,239,59,19,10,9,0.4,0.666666666666667,0.533333333333333,,balanced_accuracy,0.533333333333333
preprint_CastilhosJ_2021,1,0.01,,238,38,224,0,224,,0.316964285714286,,0.316964285714286,single_class_accuracy,0.316964285714286
ShaiberA_2020,1,0.01,,238,40,35,35,0,0.428571428571429,,,0.428571428571429,single_class_accuracy,0.428571428571429
ZhuJY_2023,1,0.01,0.767123287671233,236,33,74,73,1,0.342465753424658,0,0.171232876712329,,balanced_accuracy,0.171232876712329
ZellerG_2014,1,0.01,0.630591630591631,239,56,54,21,33,0.333333333333333,0.878787878787879,0.606060606060606,,balanced_accuracy,0.606060606060606
