study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.05,0.625,482,117,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,1,0.05,0.612765957446809,447,118,122,47,75,0.276595744680851,0.84,0.558297872340425,,balanced_accuracy,0.558297872340425
ChenBY_2023,1,0.05,,470,133,56,0,56,,0.607142857142857,,0.607142857142857,single_class_accuracy,0.607142857142857
BuschartA_2016,1,0.05,0.686111111111111,483,98,53,8,45,0.25,0.377777777777778,0.313888888888889,,balanced_accuracy,0.313888888888889
VQuintanaL_2024,1,0.05,0.773809523809524,482,108,53,21,32,0.428571428571429,0.9375,0.683035714285714,,balanced_accuracy,0.683035714285714
ArmstrongA_2021,1,0.05,,482,113,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,1,0.05,0.64,483,116,20,10,10,0.7,0.4,0.55,,balanced_accuracy,0.55
BostanciN_2021,1,0.05,0.529761904761905,496,99,154,126,28,0.23015873015873,0.714285714285714,0.472222222222222,,balanced_accuracy,0.472222222222222
ChenLW_2022,1,0.05,,487,107,61,61,0,0.295081967213115,,,0.295081967213115,single_class_accuracy,0.295081967213115
CuiJ_2019,1,0.05,0.68125,479,106,128,40,88,0.05,0.954545454545455,0.502272727272727,,balanced_accuracy,0.502272727272727
JiangQ_2021,1,0.05,,475,134,21,0,21,,0.523809523809524,,0.523809523809524,single_class_accuracy,0.523809523809524
LiYJ_2023,1,0.05,0.577777777777778,476,108,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,1,0.05,,494,98,224,0,224,,0.383928571428571,,0.383928571428571,single_class_accuracy,0.383928571428571
ShaiberA_2020,1,0.05,,483,121,35,35,0,0.257142857142857,,,0.257142857142857,single_class_accuracy,0.257142857142857
ZhuJY_2023,1,0.05,0.561643835616438,474,104,74,73,1,0.534246575342466,0,0.267123287671233,,balanced_accuracy,0.267123287671233
ZellerG_2014,1,0.05,0.633477633477633,484,102,54,21,33,0.380952380952381,0.757575757575758,0.569264069264069,,balanced_accuracy,0.569264069264069
