study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.3,0.486111111111111,11,6,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.5,0.3,0.575035460992908,9,4,122,47,75,0.106382978723404,0.853333333333333,0.479858156028369,,balanced_accuracy,0.479858156028369
ChenBY_2023,0.5,0.3,,10,1,56,0,56,,1,,1,single_class_accuracy,1
BuschartA_2016,0.5,0.3,0.472222222222222,11,4,53,8,45,0.25,0.6,0.425,,balanced_accuracy,0.425
VQuintanaL_2024,0.5,0.3,0.651785714285714,11,4,53,21,32,0.285714285714286,0.9375,0.611607142857143,,balanced_accuracy,0.611607142857143
ArmstrongA_2021,0.5,0.3,,11,4,13,13,0,0,,,0,single_class_accuracy,0
BelstromD_2017,0.5,0.3,0.71,11,5,20,10,10,0,0.9,0.45,,balanced_accuracy,0.45
BostanciN_2021,0.5,0.3,0.596938775510204,11,7,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.5,0.3,,11,7,61,61,0,0.0983606557377049,,,0.0983606557377049,single_class_accuracy,0.0983606557377049
CuiJ_2019,0.5,0.3,0.569602272727273,10,4,128,40,88,0.025,0.920454545454545,0.472727272727273,,balanced_accuracy,0.472727272727273
JiangQ_2021,0.5,0.3,,11,5,21,0,21,,1,,1,single_class_accuracy,1
LiYJ_2023,0.5,0.3,0.833333333333333,11,3,19,10,9,0,1,0.5,,balanced_accuracy,0.5
preprint_CastilhosJ_2021,0.5,0.3,,11,3,224,0,224,,0.236607142857143,,0.236607142857143,single_class_accuracy,0.236607142857143
ShaiberA_2020,0.5,0.3,,11,6,35,35,0,0.0857142857142857,,,0.0857142857142857,single_class_accuracy,0.0857142857142857
ZhuJY_2023,0.5,0.3,0.616438356164384,9,3,74,73,1,0,1,0.5,,balanced_accuracy,0.5
ZellerG_2014,0.5,0.3,0.613275613275613,11,3,54,21,33,0.142857142857143,0.848484848484848,0.495670995670996,,balanced_accuracy,0.495670995670996
