study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.05,0.625,509,170,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.5,0.05,0.600567375886525,474,139,122,47,75,0.297872340425532,0.8,0.548936170212766,,balanced_accuracy,0.548936170212766
ChenBY_2023,0.5,0.05,,498,148,56,0,56,,0.553571428571429,,0.553571428571429,single_class_accuracy,0.553571428571429
BuschartA_2016,0.5,0.05,0.652777777777778,509,148,53,8,45,0.375,0.444444444444444,0.409722222222222,,balanced_accuracy,0.409722222222222
VQuintanaL_2024,0.5,0.05,0.776785714285714,509,165,53,21,32,0.285714285714286,1,0.642857142857143,,balanced_accuracy,0.642857142857143
ArmstrongA_2021,0.5,0.05,,509,173,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,0.5,0.05,0.76,510,178,20,10,10,0.8,0.7,0.75,,balanced_accuracy,0.75
BostanciN_2021,0.5,0.05,0.473639455782313,525,134,154,126,28,0.285714285714286,0.785714285714286,0.535714285714286,,balanced_accuracy,0.535714285714286
ChenLW_2022,0.5,0.05,,514,146,61,61,0,0.213114754098361,,,0.213114754098361,single_class_accuracy,0.213114754098361
CuiJ_2019,0.5,0.05,0.688920454545455,507,149,128,40,88,0.075,0.954545454545455,0.514772727272727,,balanced_accuracy,0.514772727272727
JiangQ_2021,0.5,0.05,,502,197,21,0,21,,0.761904761904762,,0.761904761904762,single_class_accuracy,0.761904761904762
LiYJ_2023,0.5,0.05,0.588888888888889,503,172,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.5,0.05,,523,95,224,0,224,,0.397321428571429,,0.397321428571429,single_class_accuracy,0.397321428571429
ShaiberA_2020,0.5,0.05,,510,179,35,35,0,0.228571428571429,,,0.228571428571429,single_class_accuracy,0.228571428571429
ZhuJY_2023,0.5,0.05,0.547945205479452,501,169,74,73,1,0.575342465753425,0,0.287671232876712,,balanced_accuracy,0.287671232876712
ZellerG_2014,0.5,0.05,0.395382395382395,511,130,54,21,33,0.428571428571429,0.727272727272727,0.577922077922078,,balanced_accuracy,0.577922077922078
