study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.2,0.541666666666667,43,17,18,6,12,0.5,0.75,0.625,,balanced_accuracy,0.625
ZhangDY_2015,1,0.2,0.544397163120567,39,16,122,47,75,0.212765957446809,0.8,0.506382978723404,,balanced_accuracy,0.506382978723404
ChenBY_2023,1,0.2,,41,15,56,0,56,,0.892857142857143,,0.892857142857143,single_class_accuracy,0.892857142857143
BuschartA_2016,1,0.2,0.444444444444444,43,18,53,8,45,0.125,0.688888888888889,0.406944444444444,,balanced_accuracy,0.406944444444444
VQuintanaL_2024,1,0.2,0.84077380952381,42,17,53,21,32,0.857142857142857,0.5625,0.709821428571429,,balanced_accuracy,0.709821428571429
ArmstrongA_2021,1,0.2,,43,20,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,1,0.2,0.71,43,18,20,10,10,0.3,0.9,0.6,,balanced_accuracy,0.6
BostanciN_2021,1,0.2,0.539399092970522,44,10,154,126,28,0.0158730158730159,0.964285714285714,0.490079365079365,,balanced_accuracy,0.490079365079365
ChenLW_2022,1,0.2,,43,20,61,61,0,0.229508196721311,,,0.229508196721311,single_class_accuracy,0.229508196721311
CuiJ_2019,1,0.2,0.565056818181818,42,20,128,40,88,0.225,0.806818181818182,0.515909090909091,,balanced_accuracy,0.515909090909091
JiangQ_2021,1,0.2,,43,20,21,0,21,,0.904761904761905,,0.904761904761905,single_class_accuracy,0.904761904761905
LiYJ_2023,1,0.2,0.511111111111111,43,19,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,1,0.2,,42,21,224,0,224,,0.401785714285714,,0.401785714285714,single_class_accuracy,0.401785714285714
ShaiberA_2020,1,0.2,,43,18,35,35,0,0.142857142857143,,,0.142857142857143,single_class_accuracy,0.142857142857143
ZhuJY_2023,1,0.2,0.534246575342466,41,16,74,73,1,0.10958904109589,1,0.554794520547945,,balanced_accuracy,0.554794520547945
ZellerG_2014,1,0.2,0.507936507936508,43,21,54,21,33,0.142857142857143,0.666666666666667,0.404761904761905,,balanced_accuracy,0.404761904761905
