study,alpha,prev_cutoff,n_holdout,n_holdout_healthy,n_holdout_disease,loso_auc,input_taxa_n,retained_taxa_n
Castro-NallarE_2015,0.5,0.05,18,6,12,0.597222222222222,189,35
ZhangDY_2015,0.5,0.05,122,47,75,0.60709219858156,171,59
BuschartA_2016,0.5,0.05,53,8,45,0.547222222222222,190,59
VQuintanaL_2024,0.5,0.05,53,21,32,0.776785714285714,187,60
BelstromD_2017,0.5,0.05,20,10,10,0.86,189,53
BostanciN_2021,0.5,0.05,154,126,28,0.521258503401361,191,30
CuiJ_2019,0.5,0.05,128,40,88,0.641193181818182,188,54
LiYJ_2023,0.5,0.05,19,10,9,0.655555555555556,184,66
ZhuJY_2023,0.5,0.05,74,73,1,0.835616438356164,186,38
ZellerG_2014,0.5,0.05,54,21,33,0.673881673881674,189,63
