study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.01,0.597222222222222,644,125,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,1,0.01,0.570212765957447,621,120,122,47,75,0.319148936170213,0.72,0.519574468085106,,balanced_accuracy,0.519574468085106
ChenBY_2023,1,0.01,,641,141,56,0,56,,0.589285714285714,,0.589285714285714,single_class_accuracy,0.589285714285714
BuschartA_2016,1,0.01,0.638888888888889,646,137,53,8,45,0.25,0.444444444444444,0.347222222222222,,balanced_accuracy,0.347222222222222
VQuintanaL_2024,1,0.01,0.735119047619048,642,146,53,21,32,0.285714285714286,1,0.642857142857143,,balanced_accuracy,0.642857142857143
ArmstrongA_2021,1,0.01,,646,175,13,13,0,0.307692307692308,,,0.307692307692308,single_class_accuracy,0.307692307692308
BelstromD_2017,1,0.01,0.77,647,140,20,10,10,0.8,0.5,0.65,,balanced_accuracy,0.65
BostanciN_2021,1,0.01,0.535430839002268,651,106,154,126,28,0.246031746031746,0.785714285714286,0.515873015873016,,balanced_accuracy,0.515873015873016
ChenLW_2022,1,0.01,,647,153,61,61,0,0.213114754098361,,,0.213114754098361,single_class_accuracy,0.213114754098361
CuiJ_2019,1,0.01,0.682670454545455,646,113,128,40,88,0.075,0.965909090909091,0.520454545454546,,balanced_accuracy,0.520454545454546
JiangQ_2021,1,0.01,,645,169,21,0,21,,0.619047619047619,,0.619047619047619,single_class_accuracy,0.619047619047619
LiYJ_2023,1,0.01,0.544444444444444,646,125,19,10,9,0.3,0.777777777777778,0.538888888888889,,balanced_accuracy,0.538888888888889
preprint_CastilhosJ_2021,1,0.01,,647,86,224,0,224,,0.415178571428571,,0.415178571428571,single_class_accuracy,0.415178571428571
ShaiberA_2020,1,0.01,,647,111,35,35,0,0.228571428571429,,,0.228571428571429,single_class_accuracy,0.228571428571429
ZhuJY_2023,1,0.01,0.547945205479452,633,139,74,73,1,0.589041095890411,0,0.294520547945206,,balanced_accuracy,0.294520547945206
ZellerG_2014,1,0.01,0.587301587301587,641,143,54,21,33,0.380952380952381,0.696969696969697,0.538961038961039,,balanced_accuracy,0.538961038961039
