study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.3,0.513888888888889,33,14,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.5,0.3,0.518581560283688,29,12,122,47,75,0.148936170212766,0.813333333333333,0.48113475177305,,balanced_accuracy,0.48113475177305
ChenBY_2023,0.5,0.3,,32,13,56,0,56,,0.928571428571429,,0.928571428571429,single_class_accuracy,0.928571428571429
BuschartA_2016,0.5,0.3,0.605555555555556,34,15,53,8,45,0,0.711111111111111,0.355555555555556,,balanced_accuracy,0.355555555555556
VQuintanaL_2024,0.5,0.3,0.813988095238095,34,10,53,21,32,0.761904761904762,0.78125,0.771577380952381,,balanced_accuracy,0.771577380952381
ArmstrongA_2021,0.5,0.3,,33,15,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.5,0.3,0.71,33,15,20,10,10,0.1,0.9,0.5,,balanced_accuracy,0.5
BostanciN_2021,0.5,0.3,0.581065759637188,36,8,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.5,0.3,,34,16,61,61,0,0.147540983606557,,,0.147540983606557,single_class_accuracy,0.147540983606557
CuiJ_2019,0.5,0.3,0.575284090909091,30,14,128,40,88,0.15,0.875,0.5125,,balanced_accuracy,0.5125
JiangQ_2021,0.5,0.3,,32,15,21,0,21,,0.952380952380952,,0.952380952380952,single_class_accuracy,0.952380952380952
LiYJ_2023,0.5,0.3,0.388888888888889,33,15,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.5,0.3,,38,19,224,0,224,,0.366071428571429,,0.366071428571429,single_class_accuracy,0.366071428571429
ShaiberA_2020,0.5,0.3,,34,14,35,35,0,0.171428571428571,,,0.171428571428571,single_class_accuracy,0.171428571428571
ZhuJY_2023,0.5,0.3,0.589041095890411,30,10,74,73,1,0.0547945205479452,1,0.527397260273973,,balanced_accuracy,0.527397260273973
ZellerG_2014,0.5,0.3,0.564213564213564,33,18,54,21,33,0.19047619047619,0.636363636363636,0.413419913419913,,balanced_accuracy,0.413419913419913
