study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.05,0.555555555555556,189,65,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.1,0.05,0.588368794326241,171,77,122,47,75,0.191489361702128,0.853333333333333,0.522411347517731,,balanced_accuracy,0.522411347517731
ChenBY_2023,0.1,0.05,,180,65,56,0,56,,0.660714285714286,,0.660714285714286,single_class_accuracy,0.660714285714286
BuschartA_2016,0.1,0.05,0.527777777777778,190,77,53,8,45,0.25,0.733333333333333,0.491666666666667,,balanced_accuracy,0.491666666666667
VQuintanaL_2024,0.1,0.05,0.800595238095238,187,80,53,21,32,0.428571428571429,0.78125,0.604910714285714,,balanced_accuracy,0.604910714285714
ArmstrongA_2021,0.1,0.05,,189,65,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.05,0.84,189,74,20,10,10,0.7,0.9,0.8,,balanced_accuracy,0.8
BostanciN_2021,0.1,0.05,0.529195011337869,191,51,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.1,0.05,,190,70,61,61,0,0.114754098360656,,,0.114754098360656,single_class_accuracy,0.114754098360656
CuiJ_2019,0.1,0.05,0.628693181818182,188,81,128,40,88,0.075,0.920454545454545,0.497727272727273,,balanced_accuracy,0.497727272727273
JiangQ_2021,0.1,0.05,,181,71,21,0,21,,0.761904761904762,,0.761904761904762,single_class_accuracy,0.761904761904762
LiYJ_2023,0.1,0.05,0.666666666666667,184,82,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.05,,192,56,224,0,224,,0.227678571428571,,0.227678571428571,single_class_accuracy,0.227678571428571
ShaiberA_2020,0.1,0.05,,189,88,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.1,0.05,0.876712328767123,186,76,74,73,1,0.315068493150685,0,0.157534246575342,,balanced_accuracy,0.157534246575342
ZellerG_2014,0.1,0.05,0.695526695526696,189,78,54,21,33,0.333333333333333,0.878787878787879,0.606060606060606,,balanced_accuracy,0.606060606060606
