study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.05,0.555555555555556,72,32,18,6,12,0.333333333333333,0.833333333333333,0.583333333333333,,balanced_accuracy,0.583333333333333
ZhangDY_2015,0.5,0.05,0.547234042553192,65,37,122,47,75,0.25531914893617,0.746666666666667,0.500992907801419,,balanced_accuracy,0.500992907801419
ChenBY_2023,0.5,0.05,,68,33,56,0,56,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
BuschartA_2016,0.5,0.05,0.575,73,30,53,8,45,0.25,0.8,0.525,,balanced_accuracy,0.525
VQuintanaL_2024,0.5,0.05,0.851190476190476,72,23,53,21,32,1,0.5625,0.78125,,balanced_accuracy,0.78125
ArmstrongA_2021,0.5,0.05,,72,32,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,0.5,0.05,0.79,72,32,20,10,10,0.2,1,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.05,0.553004535147392,73,28,154,126,28,0.0476190476190476,0.928571428571429,0.488095238095238,,balanced_accuracy,0.488095238095238
ChenLW_2022,0.5,0.05,,73,31,61,61,0,0.147540983606557,,,0.147540983606557,single_class_accuracy,0.147540983606557
CuiJ_2019,0.5,0.05,0.58125,72,46,128,40,88,0.3,0.806818181818182,0.553409090909091,,balanced_accuracy,0.553409090909091
JiangQ_2021,0.5,0.05,,68,34,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.5,0.05,0.588888888888889,68,33,19,10,9,0.2,0.888888888888889,0.544444444444444,,balanced_accuracy,0.544444444444444
preprint_CastilhosJ_2021,0.5,0.05,,73,33,224,0,224,,0.379464285714286,,0.379464285714286,single_class_accuracy,0.379464285714286
ShaiberA_2020,0.5,0.05,,72,38,35,35,0,0.114285714285714,,,0.114285714285714,single_class_accuracy,0.114285714285714
ZhuJY_2023,0.5,0.05,0.547945205479452,72,36,74,73,1,0.164383561643836,1,0.582191780821918,,balanced_accuracy,0.582191780821918
ZellerG_2014,0.5,0.05,0.544011544011544,72,30,54,21,33,0.142857142857143,0.696969696969697,0.41991341991342,,balanced_accuracy,0.41991341991342
