study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.1,0.611111111111111,152,29,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.5,0.1,0.609078014184397,135,48,122,47,75,0.170212765957447,0.88,0.525106382978723,,balanced_accuracy,0.525106382978723
ChenBY_2023,0.5,0.1,,147,35,56,0,56,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
BuschartA_2016,0.5,0.1,0.533333333333333,154,48,53,8,45,0.25,0.644444444444445,0.447222222222222,,balanced_accuracy,0.447222222222222
VQuintanaL_2024,0.5,0.1,0.757440476190476,151,39,53,21,32,0.619047619047619,0.78125,0.70014880952381,,balanced_accuracy,0.70014880952381
ArmstrongA_2021,0.5,0.1,,152,28,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.5,0.1,0.82,152,32,20,10,10,0.6,0.8,0.7,,balanced_accuracy,0.7
BostanciN_2021,0.5,0.1,0.510487528344671,157,25,154,126,28,0.0396825396825397,0.892857142857143,0.466269841269841,,balanced_accuracy,0.466269841269841
ChenLW_2022,0.5,0.1,,154,57,61,61,0,0.180327868852459,,,0.180327868852459,single_class_accuracy,0.180327868852459
CuiJ_2019,0.5,0.1,0.643181818181818,152,39,128,40,88,0.05,0.920454545454545,0.485227272727273,,balanced_accuracy,0.485227272727273
JiangQ_2021,0.5,0.1,,152,32,21,0,21,,0.761904761904762,,0.761904761904762,single_class_accuracy,0.761904761904762
LiYJ_2023,0.5,0.1,0.633333333333333,151,63,19,10,9,0.3,0.777777777777778,0.538888888888889,,balanced_accuracy,0.538888888888889
preprint_CastilhosJ_2021,0.5,0.1,,159,38,224,0,224,,0.401785714285714,,0.401785714285714,single_class_accuracy,0.401785714285714
ShaiberA_2020,0.5,0.1,,154,38,35,35,0,0.4,,,0.4,single_class_accuracy,0.4
ZhuJY_2023,0.5,0.1,0.726027397260274,143,39,74,73,1,0.328767123287671,0,0.164383561643836,,balanced_accuracy,0.164383561643836
ZellerG_2014,0.5,0.1,0.682539682539683,152,44,54,21,33,0.333333333333333,0.939393939393939,0.636363636363636,,balanced_accuracy,0.636363636363636
