study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.01,0.486111111111111,70,26,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.5,0.01,0.483687943262411,69,29,122,47,75,0.361702127659575,0.613333333333333,0.487517730496454,,balanced_accuracy,0.487517730496454
ChenBY_2023,0.5,0.01,,70,24,56,0,56,,0.928571428571429,,0.928571428571429,single_class_accuracy,0.928571428571429
BuschartA_2016,0.5,0.01,0.588888888888889,70,27,53,8,45,0,0.711111111111111,0.355555555555556,,balanced_accuracy,0.355555555555556
VQuintanaL_2024,0.5,0.01,0.837797619047619,70,23,53,21,32,0.904761904761905,0.625,0.764880952380952,,balanced_accuracy,0.764880952380952
ArmstrongA_2021,0.5,0.01,,70,28,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.5,0.01,0.78,70,32,20,10,10,0.3,0.9,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.01,0.547902494331066,70,24,154,126,28,0.0158730158730159,0.928571428571429,0.472222222222222,,balanced_accuracy,0.472222222222222
ChenLW_2022,0.5,0.01,,70,23,61,61,0,0.0983606557377049,,,0.0983606557377049,single_class_accuracy,0.0983606557377049
CuiJ_2019,0.5,0.01,0.554829545454545,70,35,128,40,88,0.225,0.818181818181818,0.521590909090909,,balanced_accuracy,0.521590909090909
JiangQ_2021,0.5,0.01,,70,30,21,0,21,,0.857142857142857,,0.857142857142857,single_class_accuracy,0.857142857142857
LiYJ_2023,0.5,0.01,0.455555555555556,70,26,19,10,9,0.1,1,0.55,,balanced_accuracy,0.55
preprint_CastilhosJ_2021,0.5,0.01,,69,27,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,0.5,0.01,,70,29,35,35,0,0.0571428571428571,,,0.0571428571428571,single_class_accuracy,0.0571428571428571
ZhuJY_2023,0.5,0.01,0.589041095890411,70,24,74,73,1,0.10958904109589,1,0.554794520547945,,balanced_accuracy,0.554794520547945
ZellerG_2014,0.5,0.01,0.516594516594517,70,30,54,21,33,0.0952380952380952,0.636363636363636,0.365800865800866,,balanced_accuracy,0.365800865800866
