study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.01,0.583333333333333,644,145,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.5,0.01,0.577021276595745,621,135,122,47,75,0.340425531914894,0.746666666666667,0.54354609929078,,balanced_accuracy,0.54354609929078
ChenBY_2023,0.5,0.01,,641,151,56,0,56,,0.589285714285714,,0.589285714285714,single_class_accuracy,0.589285714285714
BuschartA_2016,0.5,0.01,0.655555555555556,646,158,53,8,45,0.25,0.422222222222222,0.336111111111111,,balanced_accuracy,0.336111111111111
VQuintanaL_2024,0.5,0.01,0.754464285714286,642,154,53,21,32,0.285714285714286,1,0.642857142857143,,balanced_accuracy,0.642857142857143
ArmstrongA_2021,0.5,0.01,,646,186,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,0.5,0.01,0.76,647,157,20,10,10,0.8,0.5,0.65,,balanced_accuracy,0.65
BostanciN_2021,0.5,0.01,0.539399092970522,651,122,154,126,28,0.246031746031746,0.785714285714286,0.515873015873016,,balanced_accuracy,0.515873015873016
ChenLW_2022,0.5,0.01,,647,161,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,0.5,0.01,0.687784090909091,646,129,128,40,88,0.075,0.954545454545455,0.514772727272727,,balanced_accuracy,0.514772727272727
JiangQ_2021,0.5,0.01,,645,189,21,0,21,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
LiYJ_2023,0.5,0.01,0.588888888888889,646,147,19,10,9,0.3,0.777777777777778,0.538888888888889,,balanced_accuracy,0.538888888888889
preprint_CastilhosJ_2021,0.5,0.01,,647,101,224,0,224,,0.397321428571429,,0.397321428571429,single_class_accuracy,0.397321428571429
ShaiberA_2020,0.5,0.01,,647,137,35,35,0,0.228571428571429,,,0.228571428571429,single_class_accuracy,0.228571428571429
ZhuJY_2023,0.5,0.01,0.671232876712329,633,172,74,73,1,0.671232876712329,0,0.335616438356164,,balanced_accuracy,0.335616438356164
ZellerG_2014,0.5,0.01,0.603174603174603,641,152,54,21,33,0.380952380952381,0.696969696969697,0.538961038961039,,balanced_accuracy,0.538961038961039
