study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.1,0.583333333333333,413,160,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.1,0.1,0.622411347517731,380,142,122,47,75,0.297872340425532,0.84,0.568936170212766,,balanced_accuracy,0.568936170212766
ChenBY_2023,0.1,0.1,,406,168,56,0,56,,0.607142857142857,,0.607142857142857,single_class_accuracy,0.607142857142857
BuschartA_2016,0.1,0.1,0.658333333333333,417,180,53,8,45,0.375,0.488888888888889,0.431944444444444,,balanced_accuracy,0.431944444444444
VQuintanaL_2024,0.1,0.1,0.837797619047619,411,175,53,21,32,0.380952380952381,0.96875,0.674851190476191,,balanced_accuracy,0.674851190476191
ArmstrongA_2021,0.1,0.1,,413,155,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.1,0.89,414,165,20,10,10,0.8,0.8,0.8,,balanced_accuracy,0.8
BostanciN_2021,0.1,0.1,0.533446712018141,432,194,154,126,28,0.253968253968254,0.821428571428571,0.537698412698413,,balanced_accuracy,0.537698412698413
ChenLW_2022,0.1,0.1,,421,176,61,61,0,0.245901639344262,,,0.245901639344262,single_class_accuracy,0.245901639344262
CuiJ_2019,0.1,0.1,0.665340909090909,410,165,128,40,88,0.075,0.943181818181818,0.509090909090909,,balanced_accuracy,0.509090909090909
JiangQ_2021,0.1,0.1,,413,189,21,0,21,,0.523809523809524,,0.523809523809524,single_class_accuracy,0.523809523809524
LiYJ_2023,0.1,0.1,0.677777777777778,410,176,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.1,,441,171,224,0,224,,0.357142857142857,,0.357142857142857,single_class_accuracy,0.357142857142857
ShaiberA_2020,0.1,0.1,,418,165,35,35,0,0.257142857142857,,,0.257142857142857,single_class_accuracy,0.257142857142857
ZhuJY_2023,0.1,0.1,0.547945205479452,396,186,74,73,1,0.424657534246575,1,0.712328767123288,,balanced_accuracy,0.712328767123288
ZellerG_2014,0.1,0.1,0.655122655122655,414,165,54,21,33,0.380952380952381,0.636363636363636,0.508658008658009,,balanced_accuracy,0.508658008658009
