study,alpha,prev_cutoff,n_holdout,n_holdout_healthy,n_holdout_disease,loso_auc,input_taxa_n,retained_taxa_n
Castro-NallarE_2015,0.1,0.3,18,6,12,0.513888888888889,43,21
ZhangDY_2015,0.1,0.3,122,47,75,0.531631205673759,38,22
BuschartA_2016,0.1,0.3,53,8,45,0.511111111111111,44,20
VQuintanaL_2024,0.1,0.3,53,21,32,0.8125,44,19
BelstromD_2017,0.1,0.3,20,10,10,0.7,43,21
BostanciN_2021,0.1,0.3,154,126,28,0.538548752834467,46,17
CuiJ_2019,0.1,0.3,128,40,88,0.604545454545455,40,20
LiYJ_2023,0.1,0.3,19,10,9,0.644444444444445,43,22
ZhuJY_2023,0.1,0.3,74,73,1,0.657534246575342,40,28
ZellerG_2014,0.1,0.3,54,21,33,0.597402597402597,43,24
