study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.01,0.472222222222222,14,5,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.5,0.01,0.52709219858156,14,5,122,47,75,0.191489361702128,0.8,0.495744680851064,,balanced_accuracy,0.495744680851064
ChenBY_2023,0.5,0.01,,14,4,56,0,56,,0.946428571428571,,0.946428571428571,single_class_accuracy,0.946428571428571
BuschartA_2016,0.5,0.01,0.463888888888889,14,4,53,8,45,0.125,0.666666666666667,0.395833333333333,,balanced_accuracy,0.395833333333333
VQuintanaL_2024,0.5,0.01,0.608630952380952,14,4,53,21,32,0.238095238095238,0.78125,0.509672619047619,,balanced_accuracy,0.509672619047619
ArmstrongA_2021,0.5,0.01,,14,5,13,13,0,0,,,0,single_class_accuracy,0
BelstromD_2017,0.5,0.01,0.7,14,5,20,10,10,0,1,0.5,,balanced_accuracy,0.5
BostanciN_2021,0.5,0.01,0.577097505668934,14,5,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.5,0.01,,14,7,61,61,0,0.0983606557377049,,,0.0983606557377049,single_class_accuracy,0.0983606557377049
CuiJ_2019,0.5,0.01,0.579261363636364,14,5,128,40,88,0.125,0.909090909090909,0.517045454545455,,balanced_accuracy,0.517045454545455
JiangQ_2021,0.5,0.01,,14,5,21,0,21,,1,,1,single_class_accuracy,1
LiYJ_2023,0.5,0.01,0.811111111111111,14,4,19,10,9,0,1,0.5,,balanced_accuracy,0.5
preprint_CastilhosJ_2021,0.5,0.01,,13,3,224,0,224,,0.232142857142857,,0.232142857142857,single_class_accuracy,0.232142857142857
ShaiberA_2020,0.5,0.01,,14,5,35,35,0,0,,,0,single_class_accuracy,0
ZhuJY_2023,0.5,0.01,0.602739726027397,14,4,74,73,1,0,1,0.5,,balanced_accuracy,0.5
ZellerG_2014,0.5,0.01,0.574314574314574,14,4,54,21,33,0.19047619047619,0.818181818181818,0.504329004329004,,balanced_accuracy,0.504329004329004
