study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.05,0.5,12,5,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,1,0.05,0.529929078014185,11,5,122,47,75,0.191489361702128,0.786666666666667,0.489078014184397,,balanced_accuracy,0.489078014184397
ChenBY_2023,1,0.05,,12,4,56,0,56,,0.946428571428571,,0.946428571428571,single_class_accuracy,0.946428571428571
BuschartA_2016,1,0.05,0.472222222222222,12,4,53,8,45,0.125,0.6,0.3625,,balanced_accuracy,0.3625
VQuintanaL_2024,1,0.05,0.709821428571429,12,4,53,21,32,0.571428571428571,0.71875,0.645089285714286,,balanced_accuracy,0.645089285714286
ArmstrongA_2021,1,0.05,,12,4,13,13,0,0,,,0,single_class_accuracy,0
BelstromD_2017,1,0.05,0.71,12,5,20,10,10,0,0.9,0.45,,balanced_accuracy,0.45
BostanciN_2021,1,0.05,0.594387755102041,12,7,154,126,28,0.00793650793650794,1,0.503968253968254,,balanced_accuracy,0.503968253968254
ChenLW_2022,1,0.05,,12,7,61,61,0,0.131147540983607,,,0.131147540983607,single_class_accuracy,0.131147540983607
CuiJ_2019,1,0.05,0.575,12,5,128,40,88,0.175,0.875,0.525,,balanced_accuracy,0.525
JiangQ_2021,1,0.05,,12,5,21,0,21,,1,,1,single_class_accuracy,1
LiYJ_2023,1,0.05,0.811111111111111,12,1,19,10,9,0,1,0.5,,balanced_accuracy,0.5
preprint_CastilhosJ_2021,1,0.05,,12,3,224,0,224,,0.348214285714286,,0.348214285714286,single_class_accuracy,0.348214285714286
ShaiberA_2020,1,0.05,,12,5,35,35,0,0.0857142857142857,,,0.0857142857142857,single_class_accuracy,0.0857142857142857
ZhuJY_2023,1,0.05,0.602739726027397,12,4,74,73,1,0,1,0.5,,balanced_accuracy,0.5
ZellerG_2014,1,0.05,0.624819624819625,12,3,54,21,33,0.238095238095238,0.727272727272727,0.482683982683983,,balanced_accuracy,0.482683982683983
