study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.3,0.555555555555556,76,35,18,6,12,0.166666666666667,0.833333333333333,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.1,0.3,0.543829787234043,63,38,122,47,75,0.170212765957447,0.88,0.525106382978723,,balanced_accuracy,0.525106382978723
ChenBY_2023,0.1,0.3,,71,28,56,0,56,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
BuschartA_2016,0.1,0.3,0.633333333333333,76,36,53,8,45,0.25,0.822222222222222,0.536111111111111,,balanced_accuracy,0.536111111111111
VQuintanaL_2024,0.1,0.3,0.671130952380952,73,39,53,21,32,0.285714285714286,0.8125,0.549107142857143,,balanced_accuracy,0.549107142857143
ArmstrongA_2021,0.1,0.3,,74,27,13,13,0,0,,,0,single_class_accuracy,0
BelstromD_2017,0.1,0.3,0.85,75,30,20,10,10,0.7,0.9,0.8,,balanced_accuracy,0.8
BostanciN_2021,0.1,0.3,0.532312925170068,82,42,154,126,28,0.0396825396825397,0.892857142857143,0.466269841269841,,balanced_accuracy,0.466269841269841
ChenLW_2022,0.1,0.3,,76,46,61,61,0,0.229508196721311,,,0.229508196721311,single_class_accuracy,0.229508196721311
CuiJ_2019,0.1,0.3,0.481818181818182,68,33,128,40,88,0.125,0.852272727272727,0.488636363636364,,balanced_accuracy,0.488636363636364
JiangQ_2021,0.1,0.3,,70,31,21,0,21,,0.761904761904762,,0.761904761904762,single_class_accuracy,0.761904761904762
LiYJ_2023,0.1,0.3,0.766666666666667,71,31,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.1,0.3,,83,55,224,0,224,,0.415178571428571,,0.415178571428571,single_class_accuracy,0.415178571428571
ShaiberA_2020,0.1,0.3,,76,36,35,35,0,0.228571428571429,,,0.228571428571429,single_class_accuracy,0.228571428571429
ZhuJY_2023,0.1,0.3,0.73972602739726,65,33,74,73,1,0.0273972602739726,1,0.513698630136986,,balanced_accuracy,0.513698630136986
ZellerG_2014,0.1,0.3,0.597402597402597,75,36,54,21,33,0.0952380952380952,0.848484848484848,0.471861471861472,,balanced_accuracy,0.471861471861472
