study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.1,0.569444444444445,392,142,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.1,0.1,0.63886524822695,361,134,122,47,75,0.276595744680851,0.853333333333333,0.564964539007092,,balanced_accuracy,0.564964539007092
ChenBY_2023,0.1,0.1,,385,144,56,0,56,,0.660714285714286,,0.660714285714286,single_class_accuracy,0.660714285714286
BuschartA_2016,0.1,0.1,0.677777777777778,395,146,53,8,45,0.375,0.444444444444444,0.409722222222222,,balanced_accuracy,0.409722222222222
VQuintanaL_2024,0.1,0.1,0.839285714285714,390,156,53,21,32,0.523809523809524,0.96875,0.746279761904762,,balanced_accuracy,0.746279761904762
ArmstrongA_2021,0.1,0.1,,392,134,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.1,0.81,392,142,20,10,10,0.7,0.5,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.1,0.1,0.53656462585034,408,173,154,126,28,0.246031746031746,0.857142857142857,0.551587301587302,,balanced_accuracy,0.551587301587302
ChenLW_2022,0.1,0.1,,398,154,61,61,0,0.245901639344262,,,0.245901639344262,single_class_accuracy,0.245901639344262
CuiJ_2019,0.1,0.1,0.656534090909091,390,130,128,40,88,0.075,0.943181818181818,0.509090909090909,,balanced_accuracy,0.509090909090909
JiangQ_2021,0.1,0.1,,392,145,21,0,21,,0.523809523809524,,0.523809523809524,single_class_accuracy,0.523809523809524
LiYJ_2023,0.1,0.1,0.688888888888889,389,147,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.1,,415,174,224,0,224,,0.357142857142857,,0.357142857142857,single_class_accuracy,0.357142857142857
ShaiberA_2020,0.1,0.1,,396,141,35,35,0,0.371428571428571,,,0.371428571428571,single_class_accuracy,0.371428571428571
ZhuJY_2023,0.1,0.1,0.684931506849315,375,157,74,73,1,0.315068493150685,0,0.157534246575342,,balanced_accuracy,0.157534246575342
ZellerG_2014,0.1,0.1,0.672438672438672,393,135,54,21,33,0.380952380952381,0.787878787878788,0.584415584415584,,balanced_accuracy,0.584415584415584
