study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.3,0.513888888888889,33,14,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,1,0.3,0.521702127659574,29,12,122,47,75,0.191489361702128,0.813333333333333,0.502411347517731,,balanced_accuracy,0.502411347517731
ChenBY_2023,1,0.3,,32,11,56,0,56,,0.910714285714286,,0.910714285714286,single_class_accuracy,0.910714285714286
BuschartA_2016,1,0.3,0.4,34,15,53,8,45,0,0.733333333333333,0.366666666666667,,balanced_accuracy,0.366666666666667
VQuintanaL_2024,1,0.3,0.824404761904762,34,10,53,21,32,0.80952380952381,0.65625,0.732886904761905,,balanced_accuracy,0.732886904761905
ArmstrongA_2021,1,0.3,,33,15,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,1,0.3,0.69,33,15,20,10,10,0.1,0.9,0.5,,balanced_accuracy,0.5
BostanciN_2021,1,0.3,0.575963718820862,36,7,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,1,0.3,,34,16,61,61,0,0.147540983606557,,,0.147540983606557,single_class_accuracy,0.147540983606557
CuiJ_2019,1,0.3,0.575852272727273,30,14,128,40,88,0.15,0.852272727272727,0.501136363636364,,balanced_accuracy,0.501136363636364
JiangQ_2021,1,0.3,,32,15,21,0,21,,0.952380952380952,,0.952380952380952,single_class_accuracy,0.952380952380952
LiYJ_2023,1,0.3,0.4,33,15,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,1,0.3,,38,15,224,0,224,,0.366071428571429,,0.366071428571429,single_class_accuracy,0.366071428571429
ShaiberA_2020,1,0.3,,34,14,35,35,0,0.171428571428571,,,0.171428571428571,single_class_accuracy,0.171428571428571
ZhuJY_2023,1,0.3,0.589041095890411,30,9,74,73,1,0.0547945205479452,1,0.527397260273973,,balanced_accuracy,0.527397260273973
ZellerG_2014,1,0.3,0.554112554112554,33,17,54,21,33,0.238095238095238,0.666666666666667,0.452380952380952,,balanced_accuracy,0.452380952380952
