study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.01,0.597222222222222,103,26,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,1,0.01,0.560283687943262,102,32,122,47,75,0.340425531914894,0.8,0.570212765957447,,balanced_accuracy,0.570212765957447
ChenBY_2023,1,0.01,,104,29,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,1,0.01,0.533333333333333,103,32,53,8,45,0.25,0.733333333333333,0.491666666666667,,balanced_accuracy,0.491666666666667
VQuintanaL_2024,1,0.01,0.8125,104,24,53,21,32,0.952380952380952,0.59375,0.773065476190476,,balanced_accuracy,0.773065476190476
ArmstrongA_2021,1,0.01,,104,34,13,13,0,0.307692307692308,,,0.307692307692308,single_class_accuracy,0.307692307692308
BelstromD_2017,1,0.01,0.83,104,37,20,10,10,0.8,0.8,0.8,,balanced_accuracy,0.8
BostanciN_2021,1,0.01,0.52749433106576,105,31,154,126,28,0.103174603174603,0.964285714285714,0.533730158730159,,balanced_accuracy,0.533730158730159
ChenLW_2022,1,0.01,,104,36,61,61,0,0.311475409836066,,,0.311475409836066,single_class_accuracy,0.311475409836066
CuiJ_2019,1,0.01,0.640909090909091,104,46,128,40,88,0.225,0.909090909090909,0.567045454545455,,balanced_accuracy,0.567045454545455
JiangQ_2021,1,0.01,,104,39,21,0,21,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
LiYJ_2023,1,0.01,0.588888888888889,104,35,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,1,0.01,,103,32,224,0,224,,0.267857142857143,,0.267857142857143,single_class_accuracy,0.267857142857143
ShaiberA_2020,1,0.01,,104,36,35,35,0,0.485714285714286,,,0.485714285714286,single_class_accuracy,0.485714285714286
ZhuJY_2023,1,0.01,0.602739726027397,104,37,74,73,1,0.246575342465753,1,0.623287671232877,,balanced_accuracy,0.623287671232877
ZellerG_2014,1,0.01,0.532467532467532,104,36,54,21,33,0.142857142857143,0.757575757575758,0.45021645021645,,balanced_accuracy,0.45021645021645
