study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.2,0.472222222222222,52,19,18,6,12,0.333333333333333,0.833333333333333,0.583333333333333,,balanced_accuracy,0.583333333333333
ZhangDY_2015,0.5,0.2,0.557730496453901,49,20,122,47,75,0.170212765957447,0.813333333333333,0.49177304964539,,balanced_accuracy,0.49177304964539
ChenBY_2023,0.5,0.2,,51,20,56,0,56,,0.875,,0.875,single_class_accuracy,0.875
BuschartA_2016,0.5,0.2,0.575,52,20,53,8,45,0.375,0.777777777777778,0.576388888888889,,balanced_accuracy,0.576388888888889
VQuintanaL_2024,0.5,0.2,0.849702380952381,52,19,53,21,32,0.904761904761905,0.625,0.764880952380952,,balanced_accuracy,0.764880952380952
ArmstrongA_2021,0.5,0.2,,52,23,13,13,0,0.230769230769231,,,0.230769230769231,single_class_accuracy,0.230769230769231
BelstromD_2017,0.5,0.2,0.73,52,22,20,10,10,0.2,1,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.2,0.551587301587302,53,9,154,126,28,0,1,0.5,,balanced_accuracy,0.5
ChenLW_2022,0.5,0.2,,52,24,61,61,0,0.19672131147541,,,0.19672131147541,single_class_accuracy,0.19672131147541
CuiJ_2019,0.5,0.2,0.581534090909091,51,22,128,40,88,0.275,0.806818181818182,0.540909090909091,,balanced_accuracy,0.540909090909091
JiangQ_2021,0.5,0.2,,52,22,21,0,21,,0.857142857142857,,0.857142857142857,single_class_accuracy,0.857142857142857
LiYJ_2023,0.5,0.2,0.577777777777778,52,24,19,10,9,0.2,1,0.6,,balanced_accuracy,0.6
preprint_CastilhosJ_2021,0.5,0.2,,51,28,224,0,224,,0.392857142857143,,0.392857142857143,single_class_accuracy,0.392857142857143
ShaiberA_2020,0.5,0.2,,52,24,35,35,0,0.171428571428571,,,0.171428571428571,single_class_accuracy,0.171428571428571
ZhuJY_2023,0.5,0.2,0.506849315068493,51,24,74,73,1,0.0958904109589041,1,0.547945205479452,,balanced_accuracy,0.547945205479452
ZellerG_2014,0.5,0.2,0.538239538239538,52,28,54,21,33,0.19047619047619,0.606060606060606,0.398268398268398,,balanced_accuracy,0.398268398268398
