study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.5,0.2,0.597222222222222,263,70,18,6,12,0.333333333333333,0.666666666666667,0.5,,balanced_accuracy,0.5
ZhangDY_2015,0.5,0.2,0.657021276595745,231,59,122,47,75,0.340425531914894,0.8,0.570212765957447,,balanced_accuracy,0.570212765957447
ChenBY_2023,0.5,0.2,,255,79,56,0,56,,0.571428571428571,,0.571428571428571,single_class_accuracy,0.571428571428571
BuschartA_2016,0.5,0.2,0.591666666666667,268,62,53,8,45,0.5,0.444444444444444,0.472222222222222,,balanced_accuracy,0.472222222222222
VQuintanaL_2024,0.5,0.2,0.748511904761905,261,56,53,21,32,0.333333333333333,0.84375,0.588541666666667,,balanced_accuracy,0.588541666666667
ArmstrongA_2021,0.5,0.2,,262,56,13,13,0,0.0769230769230769,,,0.0769230769230769,single_class_accuracy,0.0769230769230769
BelstromD_2017,0.5,0.2,0.74,266,80,20,10,10,0.8,0.4,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.5,0.2,0.524092970521542,287,99,154,126,28,0.246031746031746,0.678571428571429,0.462301587301587,,balanced_accuracy,0.462301587301587
ChenLW_2022,0.5,0.2,,277,83,61,61,0,0.344262295081967,,,0.344262295081967,single_class_accuracy,0.344262295081967
CuiJ_2019,0.5,0.2,0.618465909090909,247,57,128,40,88,0.075,0.897727272727273,0.486363636363636,,balanced_accuracy,0.486363636363636
JiangQ_2021,0.5,0.2,,258,73,21,0,21,,0.380952380952381,,0.380952380952381,single_class_accuracy,0.380952380952381
LiYJ_2023,0.5,0.2,0.577777777777778,260,82,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.5,0.2,,292,80,224,0,224,,0.455357142857143,,0.455357142857143,single_class_accuracy,0.455357142857143
ShaiberA_2020,0.5,0.2,,268,72,35,35,0,0.428571428571429,,,0.428571428571429,single_class_accuracy,0.428571428571429
ZhuJY_2023,0.5,0.2,0.89041095890411,241,85,74,73,1,0.438356164383562,1,0.719178082191781,,balanced_accuracy,0.719178082191781
ZellerG_2014,0.5,0.2,0.650793650793651,264,69,54,21,33,0.476190476190476,0.666666666666667,0.571428571428571,,balanced_accuracy,0.571428571428571
