study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.1,0.638888888888889,75,36,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.1,0.1,0.572482269503546,70,38,122,47,75,0.127659574468085,0.88,0.503829787234043,,balanced_accuracy,0.503829787234043
ChenBY_2023,0.1,0.1,,73,39,56,0,56,,0.732142857142857,,0.732142857142857,single_class_accuracy,0.732142857142857
BuschartA_2016,0.1,0.1,0.488888888888889,76,38,53,8,45,0.25,0.755555555555556,0.502777777777778,,balanced_accuracy,0.502777777777778
VQuintanaL_2024,0.1,0.1,0.87202380952381,75,33,53,21,32,0.857142857142857,0.71875,0.787946428571429,,balanced_accuracy,0.787946428571429
ArmstrongA_2021,0.1,0.1,,75,40,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.1,0.85,75,39,20,10,10,0.6,0.8,0.7,,balanced_accuracy,0.7
BostanciN_2021,0.1,0.1,0.531179138321996,76,36,154,126,28,0.0238095238095238,1,0.511904761904762,,balanced_accuracy,0.511904761904762
ChenLW_2022,0.1,0.1,,76,40,61,61,0,0.180327868852459,,,0.180327868852459,single_class_accuracy,0.180327868852459
CuiJ_2019,0.1,0.1,0.621306818181818,76,47,128,40,88,0.175,0.897727272727273,0.536363636363636,,balanced_accuracy,0.536363636363636
JiangQ_2021,0.1,0.1,,75,43,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.1,0.1,0.622222222222222,75,40,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.1,0.1,,76,52,224,0,224,,0.357142857142857,,0.357142857142857,single_class_accuracy,0.357142857142857
ShaiberA_2020,0.1,0.1,,76,36,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.1,0.1,0.547945205479452,72,41,74,73,1,0.0958904109589041,1,0.547945205479452,,balanced_accuracy,0.547945205479452
ZellerG_2014,0.1,0.1,0.532467532467532,75,43,54,21,33,0.142857142857143,0.818181818181818,0.480519480519481,,balanced_accuracy,0.480519480519481
